acronym,page_title,expansion,hits,script,initials_match,looks_like_person,raw_line
פלמ״ח,"פלמ""ח (פירושונים)","פלמ""ח (סדרת טלוויזיה)",4,hebrew,True,False,"פלמ""ח (סדרת טלוויזיה) – סדרת נעורים ישראלית משנת 2020"
ק״נ,"ק""נ",150 (מספר),7,hebrew,False,False,150 (מספר) – מספר טבעי
ק״נ,"ק""נ","ה'ק""ן",17,hebrew,False,False,"ה'ק""ן – שנה עברית"
ק״נ,"ק""נ",קרבן נתנאל,17,hebrew,True,True,"קרבן נתנאל – פירושו של רבי נתנאל וייל על הלכות הרא""ש על התלמוד"
ק״פ,"ק""פ",180 (מספר),3,hebrew,False,False,180 (מספר) – מספר טבעי
ק״פ,"ק""פ","ה'ק""ף",21,hebrew,False,False,"ה'ק""ף – שנה עברית"
ק״פ,"ק""פ",קורבן פסח,78,hebrew,True,True,"קורבן פסח – קורבן שהוקרב בי""ד בניסן"
ק״ש,"ק""ש",קריית שמונה,7798,hebrew,True,False,קריית שמונה
ק״ש,"ק""ש",קריאת שמע,593,hebrew,True,False,קריאת שמע
קא״ם,"קא""ם",קורס אימון מבצעי,21,hebrew,True,False,"קורס אימון מבצעי – שלב בהכשרתו של טייס, לאחר סיום קורס טיס"
קא״ם,"קא""ם",קורס אימון מתקדם,14,hebrew,True,False,קורס אימון מתקדם
קא״ם,"קא""ם",קצין אקדמאי מיוחד,4,hebrew,True,False,קצין אקדמאי מיוחד – דרגה הניתנת לקצין בעל תואר ראשון המשובץ במקצועו ואינו בוגר קורס קצינים
קמ״ט,"קמ""ט","שנת ה'קמ""ט",1,hebrew,False,False,"שנת ה'קמ""ט"
קמ״ט,"קמ""ט",קצין מטה,157,hebrew,True,False,"קצין מטה – בראשי תיבות: קמ""ט"
קמ״ט,"קמ""ט",קורס מפקדי טנקים,129,hebrew,True,False,"קורס מפקדי טנקים – בראשי תיבות: קמ""ט"
קמ״ט,"קמ""ט","תהילים קמ""ט",4,hebrew,False,False,"תהילים קמ""ט – מזמור קמ""ט בספר תהילים"
קצ״א,"קצ""א","ה'קצ""א",15,hebrew,False,True,"ה'קצ""א – השנה העברית ה'קצ""א (1430–1431)"
קצ״א,"קצ""א","חברת קו צינור אילת (קצ""א)",3,hebrew,False,False,"חברת קו צינור אילת (קצ""א) - הוקמה ב-1959 כדי להפעיל צינור מאילת ועד חיפה"
קצ״א,"קצ""א","קו צינור אילת-אשקלון (קצא""א)",21,hebrew,True,False,"קו צינור אילת-אשקלון (קצא""א) - צינור להעברת נפט גולמי מנמל אילת שבים סוף לאשקלון שבים התיכון"
קצ״א,"קצ""א","קצין איסוף (קצ""א)",6,hebrew,True,False,"קצין איסוף (קצ""א) – הגורם האחראי לאיתור גיוס והפעלה של סוכנים בארגון ביון"
קצא״א,"קצא""א",קו צינור אילת-אשקלון,82,hebrew,True,False,קו צינור אילת-אשקלון – צינור נפט מאילת לאשקלון
קצא״א,"קצא""א",חברת קו צינור אילת אשקלון,42,hebrew,False,False,חברת קו צינור אילת אשקלון – החברה שהפעילה את צינור הנפט ומיזמים נוספים בתחום האנרגיה
קצא״א,"קצא""א",חברת קו צינור אירופה אסיה,7,hebrew,False,False,חברת קו צינור אירופה אסיה – החברה המפעילה את צינור הנפט ומיזמים נוספים בתחום האנרגיה
קצא״א,"קצא""א","חברת קו צינור אילת (קצ""א)",3,hebrew,False,False,"חברת קו צינור אילת (קצ""א) - הוקמה ב-1959 כדי להפעיל צינור מאילת ועד חיפה"
קצא״א,"קצא""א","נמל אשקלון - קצא""א",6,hebrew,False,False,"נמל אשקלון - קצא""א – נמל המשמש את קו צינור אילת-אשקלון"
קצא״א,"קצא""א",דליפת הנפט בשמורת עברונה,14,hebrew,False,False,דליפת הנפט בשמורת עברונה – תאונה בקו צינור אילת-אשקלון
קק״ל,"קק""ל (פירושונים)",קרן קיימת לישראל,743,hebrew,True,False,קרן קיימת לישראל – ארגון ציוני שנוסד ב-1901
קק״ל,"קק""ל (פירושונים)","שדרות קק""ל",36,hebrew,False,False,"שדרות קק""ל – שדרה בצפון תל אביב"
קק״ל,"קק""ל (פירושונים)","מחלף קק""ל",13,hebrew,False,False,"מחלף קק""ל – מחלף במפגש בין נתיבי איילון ושדרות קק""ל"
קק״ל,"קק""ל (פירושונים)",קילו קלוריה,3,hebrew,True,False,קילו קלוריה - יחידת מידה לאנרגיה המשמשת בעיקר לסימון ערך תזונתי
קרפ״ח,"קרפ""ח",קצין רפואה (רופא) חטיבתי,1,hebrew,True,False,"קרפ""ח – קצין רפואה (רופא) חטיבתי"
קרפ״ח,"קרפ""ח","מקרפ""ח",9,hebrew,False,False,"מקרפ""ח – מפקדת קצין הרפואה החילי של חיל האוויר הישראלי"
קש״ת,"קש""ת","קש""ת (ארגון)",5,hebrew,True,False,"קש""ת (ארגון) – ארגון חרדי מחתרתי קיצוני"
קש״ת,"קש""ת","פרויקט קש""ת",3,hebrew,False,False,"פרויקט קש""ת – פרויקט קיץ של תורה של אגף לתרבות יהודית במשרד החינוך"
ר״ח,"ר""ח",ראש חודש,598,hebrew,True,False,ראש חודש
ר״ח,"ר""ח",רבנו חננאל,290,hebrew,True,False,רבנו חננאל
ר״ח,"ר""ח","ה'ר""ח",16,hebrew,False,True,"ה'ר""ח – שנה עברית (1447–1448)"
ר״מ,"ר""מ (פירושונים)",ריש מתיבתא,29,hebrew,True,False,ריש מתיבתא - ראש ישיבה
ר״מ,"ר""מ (פירושונים)",רב המלמד בישיבה,2,hebrew,True,True,"רב המלמד בישיבה - ר""מ"
ר״מ,"ר""מ (פירושונים)","ר""ם",23,hebrew,True,False,"ר""ם - רשימה מקובצת - יחידה רישומית של צה""ל"
ר״מ,"ר""מ (פירושונים)","ר""מ 2",11,hebrew,True,True,"ר""מ 2 – יחידה רישומית בצה""ל אליה מסופחים חיילים שלא כשירים רפואית להמשיך את השירות בצורה סדירה, בדרך כלל בעקבות מחלה, שבר או פציעה"
ר״מ,"ר""מ (פירושונים)",רבי מאיר,1648,hebrew,True,True,רבי מאיר – מגדולי התנאים
ר״מ,"ר""מ (פירושונים)",ראש ממשלה,1558,hebrew,True,False,ראש ממשלה – הדמות הבכירה בממשלה
ר״מ,"ר""מ (פירושונים)","ה'ר""ם",22,hebrew,False,True,"ה'ר""ם – שנה עברית (1479–1480)"
ר״נ,"ר""נ",250 (מספר),8,hebrew,False,False,250 (מספר) – מספר טבעי
ר״נ,"ר""נ","ה'ר""ן",21,hebrew,False,False,"ה'ר""ן – שנה עברית"
ר״נ,"ר""נ","ר""ן",238,hebrew,True,True,"ר""ן – רבי ניסים בן ראובן"
ר״נ,"ר""נ",רב נחמן,344,hebrew,True,True,רב נחמן
ר״ע,"ר""ע (פירושונים)",270 (מספר),6,hebrew,False,False,270 (מספר) – מספר טבעי
ר״ע,"ר""ע (פירושונים)","ה'ר""ע",24,hebrew,False,False,"ה'ר""ע – שנה עברית"
ר״ע,"ר""ע (פירושונים)",רבי עקיבא,1118,hebrew,True,True,רבי עקיבא – מגדולי התנאים
ר״ע,"ר""ע (פירושונים)",רבי עובדיה מברטנורה,17,hebrew,True,True,רבי עובדיה מברטנורה – מגדולי פרשני המשנה
ר״ת,"ר""ת",ראשי תיבות,3551,hebrew,True,False,ראשי תיבות
ר״ת,"ר""ת",רבנו תם,671,hebrew,True,False,רבנו תם
ר״ת,"ר""ת","ר""ת מאורליינש",2,hebrew,True,False,"ר""ת מאורליינש"
רא״ם,"רא""ם",רבי יוסף אבן מיגאש,16,hebrew,True,True,"רבי יוסף אבן מיגאש – ראש ישיבה בספרד בראשית המאה ה-12, תלמיד הרי""ף"
רא״ם,"רא""ם",רבי אליעזר ממיץ,167,hebrew,True,True,"רבי אליעזר ממיץ - מבעלי התוספות בן המאה ה-12, בעל ספר יראים"
רא״ם,"רא""ם",רבי אליהו מזרחי,34,hebrew,True,True,"רבי אליהו מזרחי - בן המאה ה-15, מגדולי פרשני רש""י"
רא״ם,"רא""ם",רבי אליהו מני,40,hebrew,True,True,"רבי אליהו מני – בן המאה ה-19, רבה של חברון"
רא״ם,"רא""ם",רבי אברהם מרדכי אלתר,84,hebrew,True,True,"רבי אברהם מרדכי אלתר - האמרי אמת, האדמו""ר השלישי בחסידות גור"
רא״ם,"רא""ם",הרב אליעזר מאיר ליפשיץ,8,hebrew,False,True,"הרב אליעזר מאיר ליפשיץ - רב, מחנך, חוקר יהדות, ומראשי תנועת המזרחי בארץ ישראל"
רא״ם,"רא""ם","הרב רא""ם הכהן",35,hebrew,False,True,"הרב רא""ם הכהן, ראש ישיבת עתניאל"
רא״ם,"רא""ם","הרשות הממלכתית לאבטחת מידע (רא""ם)",2,hebrew,False,False,"הרשות הממלכתית לאבטחת מידע (רא""ם) – רשות מסונפת לשירות הביטחון הכללי"
ראב״ד,"ראב""ד",ראש בית דין או ראש אבות בתי דין,1,hebrew,True,False,"ראב""ד – ראש בית דין או ראש אבות בתי דין, ראו אב בית דין#ראב""ד וגאב""ד"
ראב״ד,"ראב""ד","ראב""ד או ראבד",1,hebrew,True,False,"ראב""ד או ראבד – שם משפחה יהודי הקרוי על שם התפקיד הדייני–הלכתי"
ראב״ד,"ראב""ד","ראב""ד הראשון (1110",1,hebrew,True,True,"ראב""ד הראשון (1110–1180) – רבי אברהם אבן דאוד, בעל ""ספר הקבלה"""
ראב״ד,"ראב""ד","ראב""ד השני (1085",1,hebrew,True,True,"ראב""ד השני (1085–1158) – רבי אברהם בן יצחק מנרבונה, חותנו של ראב""ד השלישי ומחבר ""ספר האשכול"""
ראב״ד,"ראב""ד","ראב""ד השלישי (1110",1,hebrew,True,True,"ראב""ד השלישי (1110–1198) – רבי אברהם בן דוד מפושקירה, בעל ההשגות על משנה תורה לרמב""ם ועל הרי""ף"
ראב״ד,"ראב""ד","אחיה ראב""ד",417,hebrew,False,False,"אחיה ראב""ד (יליד 1966) – עיתונאי ישראלי"
ראב״ד,"ראב""ד","איתי ראב""ד",6,hebrew,False,False,"איתי ראב""ד (יליד 1989) – איש עסקים ישראלי; בנו של יורם ראב""ד"
ראב״ד,"ראב""ד","גלית ראב""ד",5,hebrew,False,False,"גלית ראב""ד – סופרת ומשוררת ישראלית"
ראב״ד,"ראב""ד","יורם ראב""ד",49,hebrew,False,False,"יורם ראב""ד (יליד 1956) – עורך דין ישראלי; נצר לראב""ד השלישי ואביהם של תומר ראב""ד ואיתי ראב""ד"
ראב״ד,"ראב""ד","תומר ראב""ד",6,hebrew,False,False,"תומר ראב""ד (יליד 1985) – איש עסקים, בנקאי ועורך דין ישראלי; בנו של יורם ראב""ד"
ראב״ן,"ראב""ן",אליעזר בן נתן,212,hebrew,False,True,"אליעזר בן נתן – מראשוני בעלי התוספות בגרמניה (1090–1170 לספירה), המכונה ראב""ן"
ראב״ן,"ראב""ן",חיבורו של רבי אליעזר בן נתן,1,hebrew,False,True,"חיבורו של רבי אליעזר בן נתן, ""אבן העזר"", המכונה על שמו ""ראב""ן"""
ראב״ן,"ראב""ן",אברהם בן נתן הירחי,25,hebrew,False,True,"אברהם בן נתן הירחי – מחכמי פרובנס הראשונים, מחבר ספר המנהיג (1155–1215 לספירה), המכונה ראב""ן הירחי"
רי״א,"רי""א (פירושונים)",211 (מספר),5,hebrew,False,False,211 (מספר) – מספר טבעי
רי״א,"רי""א (פירושונים)","ה'רי""א",18,hebrew,False,False,"ה'רי""א – שנה עברית"
רי״א,"רי""א (פירושונים)",רבי יהוסף אשכנזי,4,hebrew,True,True,רבי יהוסף אשכנזי – נזכר רבות במלאכת שלמה
רי״א,"רי""א (פירושונים)",רבי יוסף אלבו,38,hebrew,True,True,רבי יוסף אלבו – מחבר ספר העיקרים
רי״א,"רי""א (פירושונים)",רבי יצחק אבוהב,53,hebrew,True,True,רבי יצחק אבוהב
רי״א,"רי""א (פירושונים)",רבי יצחק אבוהב (מנורת המאור),2,hebrew,True,True,רבי יצחק אבוהב (מנורת המאור) – מחבר מנורת המאור
רי״א,"רי""א (פירושונים)",רבי יצחק אבוהב (גאון קסטיליה),22,hebrew,True,True,רבי יצחק אבוהב (גאון קסטיליה) – נזכר רבות בבית יוסף
רי״א,"רי""א (פירושונים)",רבי יצחק אבוהב דה-פונסיקה,7,hebrew,True,True,רבי יצחק אבוהב דה-פונסיקה
רי״א,"רי""א (פירושונים)",רבי יצחק אברבנאל,79,hebrew,True,True,רבי יצחק אברבנאל
ריב״א,"ריב""א (פירושונים)",רבי יצחק בן אשר הלוי משפיירא,2,hebrew,True,True,"רבי יצחק בן אשר הלוי משפיירא – מכונה בדרך כלל ריב""א סתם, מראשוני בעלי התוספות באשכנז ותלמידו של רש""י"
ריב״א,"ריב""א (פירושונים)",רבי יצחק בן אשר הלוי השני,2,hebrew,True,True,"רבי יצחק בן אשר הלוי השני – נכדו של הראשון הקרוי על שמו, אף הוא מחכמי שפיירא. מכונה בדרך כלל ריב""א הבחור, כדי להבדילו מסבו. מרבותיו של ראבי""ה. נהרג על קידוש השם בשנת ד'תתקנ""ו"
ריב״א,"ריב""א (פירושונים)",רבי יצחק בן אברהם משאנץ,3,hebrew,True,True,"רבי יצחק בן אברהם משאנץ – מחשובי תלמידיו של ר""י הזקן, אחיו של ר""ש משאנץ. כינויו הנפוץ הוא ריצב""א, אך לעיתים מכונה ריב""א הבחור"
ריב״א,"ריב""א (פירושונים)",רבי יצחק בן אברהם מנרבונה,42,hebrew,True,True,"רבי יצחק בן אברהם מנרבונה – מתלמידי הרמב""ן ומרבותיו של הרשב""א, מכונה ריב""א מנרבונה וגם רבי יצחק קרקושא"
ריב״א,"ריב""א (פירושונים)",רבי יהודה בן אליעזר מטרואה,1,hebrew,True,True,"רבי יהודה בן אליעזר מטרואה – מבעלי התוספות ומחבר פירוש מנחת יהודה על פירוש רש""י לתורה"
ריב״ל,"ריב""ל",רבי יהושע בן לוי,246,hebrew,True,True,רבי יהושע בן לוי – אמורא
ריב״ל,"ריב""ל","רבי יוסף בן לב (מהר""י בן לב)",1,hebrew,True,True,"רבי יוסף בן לב (מהר""י בן לב) - מחכמי סלוניקי במאה ה-16"
ריב״ל,"ריב""ל",יצחק בר לווינזון,30,hebrew,False,True,יצחק בר לווינזון – מראשוני תנועת ההשכלה ברוסיה
ריב״ש,"ריב""ש (פירושונים)",ר' יצחק בר ששת,6,hebrew,True,True,"ר' יצחק בר ששת - מגדולי הפוסקים הראשונים, בן המאה ה-14"
ריב״ש,"ריב""ש (פירושונים)",ר' יוסף בכור שור,14,hebrew,True,True,ר' יוסף בכור שור - פרשן מקרא בן המאה ה-12
ריב״ש,"ריב""ש (פירושונים)",ר' ישראל בעל שם,17,hebrew,True,True,"ר' ישראל בעל שם - הבעל שם טוב, מייסד תנועת החסידות"
ריב״ש,"ריב""ש (פירושונים)",ר' יחיא בן שלום חבשוש,1,hebrew,True,True,ר' יחיא בן שלום חבשוש - מחכמי יהדות תימן
ריב״ש,"ריב""ש (פירושונים)",ר' יצחק בן ר' שמואל,1,hebrew,True,True,ר' יצחק בן ר' שמואל - מבעלי התוספות
ריב״ש,"ריב""ש (פירושונים)",ר' יצחק בן שלמה מטולידו,1,hebrew,True,True,ר' יצחק בן שלמה מטולידו
ריב״ש,"ריב""ש (פירושונים)","צוואת הריב""ש",18,hebrew,False,True,"צוואת הריב""ש – ספר ליקוט מדברי הבעל שם טוב, שכתב תלמידו רבי ישעיה מיאנוב"
רל״א,"רל""א (פירושונים)",ראש להק האוויר בחיל האוויר הישראלי,1,hebrew,True,False,"רל""א – ראש להק האוויר בחיל האוויר הישראלי"
רל״א,"רל""א (פירושונים)",רופאים לזכויות אדם,125,hebrew,True,False,רופאים לזכויות אדם – ארגון ישראלי
רל״א,"רל""א (פירושונים)","ה'רל""א",16,hebrew,False,True,"ה'רל""א – שנה עברית (1471-1470)"
רמ״א,"רמ""א (פירושונים)",רבי משה איסרליש,49,hebrew,True,True,"רבי משה איסרליש - מכונה 'הרמ""א'"
רמ״א,"רמ""א (פירושונים)",רפאל משה אלבז,19,hebrew,True,True,רפאל משה אלבז – רב העיר צפרו במאה ה-19
רמ״א,"רמ""א (פירושונים)","הרב משה אריה פריינד - גאב""ד העדה החרדית בין השנים 1989",1,hebrew,False,True,"הרב משה אריה פריינד - גאב""ד העדה החרדית בין השנים 1989–1996"
רמ״א,"רמ""א (פירושונים)","מוסדות רמ""א",5,hebrew,False,True,"מוסדות רמ""א – רשת מוסדות קנאית בירושלים ובבית שמש, שהוקמה על ידי הרב פריינד"
רמ״א,"רמ""א (פירושונים)",ראש המפקדה הארצית,58,hebrew,True,False,ראש המפקדה הארצית – ראש המפקדה הארצית של ההגנה
רמ״א,"רמ""א (פירושונים)","ראש מחלקת אוויר (בראשי תיבות: רמ""א)",1,hebrew,True,False,"ראש מחלקת אוויר (בראשי תיבות: רמ""א) – ראש מחלקה במטה חיל האוויר הישראלי, מאז 1974 קרוי ראש להק האוויר (רל""א)"
רמ״א,"רמ""א (פירושונים)","ראש להק מבצעי אוויר (בראשי תיבות: רמ""א)",1,hebrew,True,False,"ראש להק מבצעי אוויר (בראשי תיבות: רמ""א) – ראש להק במטה חיל האוויר הישראלי"
רמ״א,"רמ""א (פירושונים)",ראש המנהל האזרחי,78,hebrew,True,False,ראש המנהל האזרחי
רמ״א,"רמ""א (פירושונים)",שנה עברית,1809,hebrew,False,False,"רמ""א – שנה עברית (3521–3520 לפנה""ס)"
רמ״א,"רמ""א (פירושונים)","ה'רמ""א",21,hebrew,False,True,"ה'רמ""א – שנה עברית (1480–1481)"
רמ״ד,"רמ""ד",ראש מדור,224,hebrew,True,False,"ראש מדור – ראש יחידה מנהלית בצה""ל, לרוב קצין בכיר בדרגת רב-סרן"
רמ״ד,"רמ""ד",רבי משה מדסאו,1,hebrew,True,True,"רבי משה מדסאו – כינויו של משה מנדלסון, אבי תנועת ההשכלה היהודית"
רמ״ד,"רמ""ד",רבי משה דוד ואלי,4,hebrew,True,True,"רבי משה דוד ואלי - תלמיד חבר של רמח""ל"
רמ״ד,"רמ""ד",רבי משה די ליאון,10,hebrew,True,True,רבי משה די ליאון - מגלה / מחבר ספר הזוהר
רמ״ד,"רמ""ד","ה'רמ""ד",22,hebrew,False,True,"ה'רמ""ד – שנה עברית (1483–1484)"
רמ״ך,"רמ""ך",רבי משה הכהן מלוניל,4,hebrew,True,True,"רבי משה הכהן מלוניל – מחכמי לוניל שבפרובנס בדורו של הרמב""ם ומחבר ""השגות הרמ""ך"" על משנה תורה לרמב""ם"
רמ״ך,"רמ""ך",משה הכהן אבן ג'יקטילה,52,hebrew,False,True,משה הכהן אבן ג'יקטילה – פרשן המקרא ומדקדק מספרד המוסלמית
רמ״ך,"רמ""ך",רבי מלאכי הכהן,16,hebrew,True,True,"רבי מלאכי הכהן – מחכמי ליוורנו במאה ה-18, מחבר ספר כללי התלמוד ""יד מלאכי"""
רמ״ך,"רמ""ך",כלפון משה הכהן,46,hebrew,False,False,כלפון משה הכהן – רבה של יהדות ג'רבה במחצית הראשונה של המאה ה-20
רמא״ג,"רמא""ג",מרדכי אהרן גינצבורג (1795,2,hebrew,False,True,מרדכי אהרן גינצבורג (1795 - 1846) - מאנשי תנועת ההשכלה בווילנה ומחבר ספרי השכלה בעברית
רמא״ג,"רמא""ג",רמת אביב ג',68,hebrew,True,False,רמת אביב ג' – שכונה בצפון תל אביב
רמב״ם,"רמב""ם (פירושונים)",ר' משה בן מימון,5,hebrew,True,True,"רמב""ם – ר' משה בן מימון, פוסק, פילוסוף, רופא ומנהיג יהודי חשוב במאה ה-12"
רמב״ם,"רמב""ם (פירושונים)",משנה תורה,1942,hebrew,False,False,"משנה תורה – חיבורו ההלכתי הגדול של הרמב""ם. מכונה לעיתים בפשטות 'רמב""ם'"
רמב״ם,"רמב""ם (פירושונים)","קבר הרמב""ם",37,hebrew,False,True,"קבר הרמב""ם – בטבריה"
רמב״ם,"רמב""ם (פירושונים)",הקריה הרפואית לבריאות האדם – בית חולים בחיפה,1,hebrew,False,False,"רמב""ם – הקריה הרפואית לבריאות האדם – בית חולים בחיפה"
רמב״ם,"רמב""ם (פירושונים)","יד רמב""ם",50,hebrew,False,False,"יד רמב""ם – מושב בתחומי מועצה אזורית גזר בסמוך לרמלה"
רמב״ם,"רמב""ם (פירושונים)","גבעת רמב""ם",17,hebrew,False,False,"גבעת רמב""ם – אחת משלוש הגבעות שבנויה עליהן העיר גבעתיים"
רמב״ם,"רמב""ם (פירושונים)",המרכז הרפואי מיימונידיס,3,hebrew,False,False,"המרכז הרפואי מיימונידיס – בית חולים בברוקלין, ניו יורק"
רנ״ז,"רנ""ז",נח זבולוני,142,hebrew,False,True,"נח זבולוני – ר' נח זבולוני - מחלוצי העיתונות בירושלים. נודע בשם העט רנ""ז"
רנ״ז,"רנ""ז","ה'רנ""ז",21,hebrew,False,False,"ה'רנ""ז – שנה עברית"
רע״מ,"רע""מ",הרשימה הערבית המאוחדת,73,hebrew,False,False,הרשימה הערבית המאוחדת – מפלגה ערבית ישראלית הפועלת משנת 1996 (הוקמה לקראת הבחירות לכנסת ה-14)
רע״מ,"רע""מ",הרשימה הערבית המאוחדת (הכנסת השמינית),4,hebrew,False,False,הרשימה הערבית המאוחדת (הכנסת השמינית) – מפלגה ערבית ישראלית שהוקמה במהלך הכנסת השמינית ופעלה בשנים 1977–1981
רע״מ,"רע""מ",רקטה עתירת משקל,8,hebrew,True,True,רקטה עתירת משקל – קטגוריית רקטות בעלות ראש קרב כבד המשוגרות לטווחים קצרים כדי לגרום נזק רב
רע״מ,"רע""מ",רענון ערכות מגן,2,hebrew,True,False,"רענון ערכות מגן – פרויקט של פיקוד העורף להחלפת ציוד מיגון שבידי אזרחי ישראל, ראו ערכת מגן"
רע״מ,"רע""מ","שנת רע""מ",16,hebrew,False,False,"שנת רע""מ (REM, ""שנת חלום"") - שלב בשינה בו יש ריצודי עיניים מהירים, ראו שינה#שנת REM"
רש״ש,"רש""ש",רבי שלום שבזי (1619,1,hebrew,True,True,"רבי שלום שבזי (1619–1719) – רב, מקובל ופייטן מתימן"
רש״ש,"רש""ש",רבי שלום שרעבי (1720/1703,1,hebrew,True,True,"רבי שלום שרעבי (1720/1703–1782/1777) – רב ומקובל תימני נודע, ראש ישיבת המקובלים בית אל"
רש״ש,"רש""ש",רבי שמואל שְׂטְרָאשׁוּן (1793,1,hebrew,True,True,"רבי שמואל שְׂטְרָאשׁוּן (1793–1872) – רב ליטאי, מהבולטים ביהודי וילנה בדורו, מגיה התלמוד הבבלי והמדרש"
רש״ש,"רש""ש",רבי שמעון שְׁקוֹפּ (1860,1,hebrew,True,True,"רבי שמעון שְׁקוֹפּ (1860–1939) – ראש ישיבת שער התורה בגרודנה (מכונה ""הגרש""ש"")"
ש״ג,"ש""ג (פירושונים)","הכינוי הצה""לי לחייל המוצב לשמור על הכניסה למחנה",1,hebrew,False,False,"ש""ג – הכינוי הצה""לי לחייל המוצב לשמור על הכניסה למחנה"
ש״ג,"ש""ג (פירושונים)","תסמונת הש""ג",7,hebrew,False,False,"תסמונת הש""ג – סלנג המתאר העברת אחריות למחדל לגורם הזוטר ביותר, ושנכנס לשימוש בעקבות ליל הגלשונים"
ש״ג,"ש""ג (פירושונים)","ה'ש""ג",26,hebrew,False,True,"ה'ש""ג – שנה עברית (1542–1543)"
ש״ח,"ש""ח (פירושונים)",שקל חדש,123,hebrew,True,False,"שקל חדש – (בראשי תיבות: ש""ח)"
ש״ח,"ש""ח (פירושונים)","ה'ש""ח",31,hebrew,False,False,"ה'ש""ח – השנה העברית ב-1547 – 1548"
ש״ח,"ש""ח (פירושונים)",שומר חינם,57,hebrew,True,False,"שומר חינם – (בראשי תיבות: ש""ח)"
ש״ח,"ש""ח (פירושונים)",שטר חוב,51,hebrew,True,False,"שטר חוב – (בראשי תיבות: ש""ח)"
ש״ח,"ש""ח (פירושונים)","ש""ח וילקומיץ",3,hebrew,True,False,"ש""ח וילקומיץ – שמחה חיים (בראשי תיבות: ש""ח) וילקומיץ"
ש״ח,"ש""ח (פירושונים)",ש.ח.,128,hebrew,True,False,ש.ח. - שידור חוזר בטלוויזיה
ש״ל,"ש""ל (פירושונים)",330 (מספר),1,hebrew,False,False,330 (מספר) – מספר טבעי
ש״ל,"ש""ל (פירושונים)","ה'ש""ל",42,hebrew,False,False,"ה'ש""ל – שנה עברית"
ש״ל,"ש""ל (פירושונים)",שושנים לדוד,39,hebrew,True,True,שושנים לדוד – ספרו של רבי דוד פארדו על המשניות
ש״ל,"ש""ל (פירושונים)",שיבולי לקט או שיבולי הלקט,1,hebrew,True,True,שיבולי לקט או שיבולי הלקט – ספרו של רבי צדקיה בן אברהם
ש״ס,"ש""ס",משנה,26429,hebrew,False,False,"משנה – שישה סדרי משנה, קובץ הלכות הכולל את התורה שבעל-פה"
ש״ס,"ש""ס",תלמוד,6969,hebrew,False,True,"תלמוד – חיבור קולקטיבי, אשר מסוכמת בו הגותם ההלכתית של האמוראים – חכמי ישראל בתקופה שלאחר חתימת המשנה (המאה ה-2)"
ש״ס,"ש""ס",תלמוד בבלי,4240,hebrew,False,False,תלמוד בבלי
ש״ס,"ש""ס",תלמוד ירושלמי,1185,hebrew,False,False,תלמוד ירושלמי
ש״ס,"ש""ס","מפלגת ש""ס",365,hebrew,False,False,"מפלגת ש""ס – מפלגה חרדית-ספרדית, או בשמה הרשמי: התאחדות הספרדים העולמית שומרי תורה"
ש״ס,"ש""ס","ה'ש""ס",45,hebrew,False,True,"ה'ש""ס – שנה עברית (1599–1600)"
ש״ס,"ש""ס","שעה סמסטריאלית (ש""ס)",1,hebrew,True,False,"שעה סמסטריאלית (ש""ס)"
ש״ס,"ש""ס",שחר סוויסה,27,hebrew,True,False,"שחר סוויסה – ראפר ישראלי, ידוע בשם הבמה ש""ס"
שו״ב,"שו""ב",שוחט ובודק,75,hebrew,True,False,"שוחט ובודק – תפקיד הלכתי ביהדות, ראו שוחט"
שו״ב,"שו""ב",שם משפחה יהודי,464,hebrew,False,False,"שו""ב - שם משפחה יהודי"
שו״ב,"שו""ב",שליטה ובקרה,424,hebrew,True,True,שליטה ובקרה – מערכת צבאית המיועדת לתת לדרג הפיקודי את תמונת שדה הקרב בזמן אמת
שו״ב,"שו""ב",שיכון ובינוי,155,hebrew,True,False,"שיכון ובינוי – חברה ישראלית העוסקת בתשתיות, נדל""ן, אנרגיה ומים"
ת״א,"ת""א (פירושונים)",מדדים של הבורסה לניירות ערך בתל אביב,1,hebrew,False,False,מדדים של הבורסה לניירות ערך בתל אביב:
ת״א,"ת""א (פירושונים)","ת""א 35",19,hebrew,True,False,"ת""א 35 – מדד המייצג את 35 המניות בעלות שווי השוק הגבוה ביותר הנסחרות בה"
ת״א,"ת""א (פירושונים)","ת""א 125",-1,hebrew,True,False,"ת""א 125 – מדד המייצג את 125 המניות בעלות שווי השוק הגבוה ביותר הנסחרות בה"
ת״א,"ת""א (פירושונים)","ת""א 90",11,hebrew,True,False,"ת""א 90 – מדד המייצג את 90 המניות הכלולות במדד ת""א 125 אך אינן כלולות במדד ת""א 35"
ת״א,"ת""א (פירושונים)","ת""א יתר SME60",1,hebrew,True,False,"ת""א יתר SME60 – המייצג את 60 המניות בעלות שווי השוק הגבוה ביותר מבין המניות שאינן נכללות במדד ת""א 125"
ת״א,"ת""א (פירושונים)","ת""א גלובל-בלוטק",3,hebrew,True,False,"ת""א גלובל-בלוטק – מדד של כל המניות הכלולות במדד ת""א טכנולוגיה ובמדד ת""א ביומד"
ת״א,"ת""א (פירושונים)","ת""א טק-עילית",8,hebrew,True,False,"ת""א טק-עילית – מדד של המניות הכלולות במדד ת""א גלובל-בלוטק ובעלות שווי שוק של לפחות 400 מיליון ש""ח"
