item_id,acronym,sentence,provisional_expansion,sense_id,gold_expansion,label_status,n_candidates,candidates,provenance,multi_sense_type,source,page_title,review_verdict,review_note,label_origin,category
ha-00943,ד״ש,"צמח ד״ש או בין-שנתי – צמח שאינו חד-שנתי, אך הוא חד-מחזורי, כלומר יש לו רק מחזור רבייה אחד (מחזור פריחה) במהלך חייו, והוא זקוק ליותר משנה אחת כדי להשלים את מחזור החיים.",דו-שנתי,ד״ש.01,דו-שנתי,weak,5,דו-שנתי | דרישת שלום | דוד שמש | דיני שמים | דו-שבעון,substituted,yes,wikipedia,בוטניקה – מונחים,unreviewed,,substitution,wiki_substituted
ha-00944,ד״ש,"בשנת 2009 נחקק, כהוראת שעה, ביוזמתו של שר האוצר יובל שטייניץ, חוק יסוד: תקציב המדינה לשנים 2009 ו-2010 (הוראות מיוחדות) (הוראת שעה), שנועד לאפשר חקיקת תקציב ד״ש.",דו-שנתי,ד״ש.01,דו-שנתי,weak,5,דו-שנתי | דרישת שלום | דוד שמש | דיני שמים | דו-שבעון,substituted,yes,wikipedia,תקציב המדינה (ישראל),unreviewed,,substitution,wiki_substituted
ha-00945,ד״ש,"חרף הסתייגות זו, גם לשנים 2013–2014 נקבע תקציב ד״ש, וכך גם לשנים 2015–2016 ואחריהן לשנים 2017–2018.",דו-שנתי,ד״ש.01,דו-שנתי,weak,5,דו-שנתי | דרישת שלום | דוד שמש | דיני שמים | דו-שבעון,substituted,yes,wikipedia,תקציב המדינה (ישראל),unreviewed,,substitution,wiki_substituted
ha-00946,ד״ש,ד״ש הוא דוד חימום המשתמש באנרגיה סולארית לחימום מים.,דוד שמש,ד״ש.02,דוד שמש,weak,5,דו-שנתי | דרישת שלום | דוד שמש | דיני שמים | דו-שבעון,substituted,yes,wikipedia,דוד שמש,unreviewed,,substitution,wiki_substituted
ha-00947,ד״ש,תכונה זו מהווה את עקרון הפעולה של ד״ש ותנור מיקרוגל.,דוד שמש,ד״ש.02,דוד שמש,weak,5,דו-שנתי | דרישת שלום | דוד שמש | דיני שמים | דו-שבעון,substituted,yes,wikipedia,בליעה (קרינה אלקטרומגנטית),unreviewed,,substitution,wiki_substituted
ha-00948,ד״ש,"חמישה משירי האלבום בוצעו במקור על ידי ""התרנגולים"" (""משעמם"", ""אם תרצי"", ""שיר אהבה חיילי"", ""ד״ש ואנטנה גם"", ו""הכל זהב"").",דוד שמש,ד״ש.02,דוד שמש,weak,5,דו-שנתי | דרישת שלום | דוד שמש | דיני שמים | דו-שבעון,substituted,yes,wikipedia,ארץ ישראל הישנה והטובה חלק ד': משירי סשה ארגוב,unreviewed,,substitution,wiki_substituted
ha-00949,ד״ש,"מדין התורה לא חלה חובת תשלום עבור נזק מסוג זה בדיני אדם, דהיינו בבית דין, אך על מנת לצאת ידי חובת ד״ש, על האדם לשלם בעבור הנזק שגרם גם אם מדובר בהיזק שאינו ניכר.",דיני שמים,ד״ש.04,דיני שמים,weak,5,דו-שנתי | דרישת שלום | דוד שמש | דיני שמים | דו-שבעון,substituted,yes,wikipedia,היזק שאינו ניכר,unreviewed,,substitution,wiki_substituted
ha-00950,ד״ש,"לפי רבי שמעון שקופ, גם לדעת מי שסובר שגזל הגוי מותר (ואין זו ההלכה), הרי זה מצד ד״ש, אבל מצד זכות הקניין - בעלות הגוי תקפה על ממונו וצריך להחזיר לו.",דיני שמים,ד״ש.04,דיני שמים,weak,5,דו-שנתי | דרישת שלום | דוד שמש | דיני שמים | דו-שבעון,substituted,yes,wikipedia,יהדות: בין דת למוסר (ספר),unreviewed,,substitution,wiki_substituted
ha-00951,ד״ש,"""ד״ש"" הוא אלבום הסולו הרביעי של הזמרת ירדנה ארזי שיצא בשנת 1985.",דרישת שלום,ד״ש.03,דרישת שלום,weak,5,דו-שנתי | דרישת שלום | דוד שמש | דיני שמים | דו-שבעון,substituted,yes,wikipedia,דרישת שלום (אלבום),unreviewed,,substitution,wiki_substituted
ha-00952,ד״ש,"לשיר ""ד״ש"" התווסף בשנת 2003 בית נוסף לרגל חגיגות יום העצמאות ה-55 לישראל.",דרישת שלום,ד״ש.03,דרישת שלום,weak,5,דו-שנתי | דרישת שלום | דוד שמש | דיני שמים | דו-שבעון,substituted,yes,wikipedia,דרישת שלום (אלבום),unreviewed,,substitution,wiki_substituted
ha-00953,ד״ש,"""ד״ש"" הוא שיר השירותרום 1985 ושיר הנושא מתוך אלבומה הרביעי של הזמרת ירדנה ארזי.",דרישת שלום,ד״ש.03,דרישת שלום,weak,5,דו-שנתי | דרישת שלום | דוד שמש | דיני שמים | דו-שבעון,substituted,yes,wikipedia,דרישת שלום (שיר של ירדנה ארזי),unreviewed,,substitution,wiki_substituted
ha-00685,ב״נ,"לאחר תקנת רבן יוחנן בן זכאי שלא לנדור לאחר חורבן המקדש להקדש, מקובל כיום לנדור (אם בכלל) אך ורק על מנת לתת תרומה לבית הכנסת או לצדקה, ויש המקפידים לסייג גם התחייבות זו באמירת ""ב״נ"".",בלי נדר,ב״נ.03,בלי נדר,weak,4,בן נח | בר נש | בלי נדר | בפני נכתב/נחתם,substituted,yes,wikipedia,נדר,unreviewed,,substitution,wiki_substituted
ha-00686,ב״נ,"הבטחות ילוו בהיגד ""ב״נ"" שמשמעו הוצאה מכלל אפשרות שהמבטיח נדר לקיים את שהבטיח, כך שאם לא קיים את שהבטיח לא יעבור על החיוב ההלכתי לקיים נדר.",בלי נדר,ב״נ.03,בלי נדר,weak,4,בן נח | בר נש | בלי נדר | בפני נכתב/נחתם,substituted,yes,wikipedia,עגה חרדית,unreviewed,,substitution,wiki_substituted
ha-00687,ב״נ,"חוּל, על פי המסופר בספר בראשית, היה בנו השני של ארם בן שם ב״נ, ואחיו, בני ארם השמי: עוץ, גתר ומש.",בן נח,ב״נ.01,בן נח,weak,4,בן נח | בר נש | בלי נדר | בפני נכתב/נחתם,substituted,yes,wikipedia,חול (דמות מקראית),unreviewed,,substitution,wiki_substituted
ha-00688,ב״נ,"אַשּׁוּר, דמות מקראית, מוזכר במקרא כאחד מבניו של שם ב״נ, ושממנו התפתחה האומה והממלכה האשורית.",בן נח,ב״נ.01,בן נח,weak,4,בן נח | בר נש | בלי נדר | בפני נכתב/נחתם,substituted,yes,wikipedia,אשור (דמות מקראית),unreviewed,,substitution,wiki_substituted
ha-00689,ב״נ,"יָוָן הוא דמות מקראית הנזכרת בספר בראשית כבן הרביעי מתוך שבעה של יפת ב״נ, ואביהם של אלישה, תרשיש, כתים ודדנים.",בן נח,ב״נ.01,בן נח,weak,4,בן נח | בר נש | בלי נדר | בפני נכתב/נחתם,substituted,yes,wikipedia,יוון (דמות מקראית),unreviewed,,substitution,wiki_substituted
ha-00690,ב״נ,אבא שאול ב״נ או אבא שאול בר רמש מובא בתלמוד הבבלי.,בר נש,ב״נ.02,בר נש,weak,4,בן נח | בר נש | בלי נדר | בפני נכתב/נחתם,substituted,yes,wikipedia,אבא שאול (תנאים שונים),unreviewed,,substitution,wiki_substituted
ha-00691,ב״נ,"הכותב עצמו תרגם את השיר לעברית, אך התרגום שכבש את ציבור החלוצים ואחר כך את חובבי הזמר לדורותיהם, היה של המשורר נח שפירא (""ב״נ"") שתרגם אותו בשנת 1895.",בר נש,ב״נ.02,בר נש,weak,4,בן נח | בר נש | בלי נדר | בפני נכתב/נחתם,substituted,yes,wikipedia,במחרשתי,unreviewed,,substitution,wiki_substituted
ha-00692,ב״נ,"ישנם גרסאות שלפני הדפסת בריך שמיא בזוהר הייתה הגרסה ""ב״נ"" ולא ""בר אלהין"".",בר נש,ב״נ.02,בר נש,weak,4,בן נח | בר נש | בלי נדר | בפני נכתב/נחתם,substituted,yes,wikipedia,בריך שמיה,unreviewed,,substitution,wiki_substituted
ha-01455,כ״א,"לצבא עממי מספר יתרונות: מאגר כ״א גדול מאוד, מוטיבציה גבוהה (במיוחד בהגנה) ונאמנות גבוהה.",כוח אדם,כ״א.02,כוח אדם,weak,7,כל אחד | כי אם | כוח אדם | כי אתה | כרטיס אשראי | כיווני אוויר | (גימטריה) 21,substituted,yes,wikipedia,צבא,unreviewed,,substitution,wiki_substituted
ha-01456,כ״א,קבלן כ״א הוא גוף שעיסוקו במתן שירותי כ״א של עובדיו לשם עבודה אצל מעסיק אחר.,כוח אדם,כ״א.02,כוח אדם,weak,7,כל אחד | כי אם | כוח אדם | כי אתה | כרטיס אשראי | כיווני אוויר | (גימטריה) 21,substituted,yes,wikipedia,קבלן כוח אדם,unreviewed,,substitution,wiki_substituted
ha-01457,כ״א,"קבלני כ״א החלו לפעול לשם אספקת עובדים למשימות זמניות, כגון מילוי מקום של עובד שיצא לחופשה ארוכה או התמודדות של מעסיק עם משימה קצרת טווח הדורשת גידול במצבת העובדים שלו.",כוח אדם,כ״א.02,כוח אדם,weak,7,כל אחד | כי אם | כוח אדם | כי אתה | כרטיס אשראי | כיווני אוויר | (גימטריה) 21,substituted,yes,wikipedia,קבלן כוח אדם,unreviewed,,substitution,wiki_substituted
ha-01458,כ״א,"ובניסוח פורמלי: תנאי A הוא ""הכרחי ומספיק"" עבור תנאי B, כאשר יש ביניהם קשר של אם ורק אם (הכרחי כ״א A לא מתקיים הרי שגם B לא מתקיים; ומספיק כ״א A מתקיים הרי שגם B מתקיים).",כי אם,כ״א.03,כי אם,weak,7,כל אחד | כי אם | כוח אדם | כי אתה | כרטיס אשראי | כיווני אוויר | (גימטריה) 21,substituted,yes,wikipedia,אם ורק אם,unreviewed,,substitution,wiki_substituted
ha-01459,כ״א,"בהלכה היהודית נהוגה הטבילה במקווה אך יעודה אינו לשם רחצת הגוף, כ״א לצורך היטהרות רוחנית.",כי אם,כ״א.03,כי אם,weak,7,כל אחד | כי אם | כוח אדם | כי אתה | כרטיס אשראי | כיווני אוויר | (גימטריה) 21,substituted,yes,wikipedia,בית מרחץ,unreviewed,,substitution,wiki_substituted
ha-01460,כ״א,"ככל הנראה, מזמורי התהילים לא נאמרו כ״א הושרו, אולי בליווי של כלי נגינה (יש מזמורים שיש בהם הזכרה מפורשת לכלי נגינה).",כי אם,כ״א.03,כי אם,weak,7,כל אחד | כי אם | כוח אדם | כי אתה | כרטיס אשראי | כיווני אוויר | (גימטריה) 21,substituted,yes,wikipedia,מזמור תהילים,unreviewed,,substitution,wiki_substituted
ha-01461,כ״א,"לדוגמה, נוסח אשכנז גורס בתפילת שמונה עשרה ""כ״א שומע תפילת עמך ישראל ברחמים"", ונוסח הספרדים גורס ""כ״א שומע תפילת כל פה"".",כי אתה,כ״א.04,כי אתה,weak,7,כל אחד | כי אם | כוח אדם | כי אתה | כרטיס אשראי | כיווני אוויר | (גימטריה) 21,substituted,yes,wikipedia,נוסח ספרד,unreviewed,,substitution,wiki_substituted
ha-01462,כ״א,"בהרבה זרמים של נוסח ספרד מרכיבים את שתי הנוסחאות וגורסים ""כ״א שומע תפילת כל פה עמך ישראל ברחמים"".",כי אתה,כ״א.04,כי אתה,weak,7,כל אחד | כי אם | כוח אדם | כי אתה | כרטיס אשראי | כיווני אוויר | (גימטריה) 21,substituted,yes,wikipedia,נוסח ספרד,unreviewed,,substitution,wiki_substituted
ha-01463,כ״א,"נוסח זה משובש לשונית ועל פי הדקדוק היה צריך לומר ""כ״א שומע תפילת כל פיות עמך ישראל ברחמים"".",כי אתה,כ״א.04,כי אתה,weak,7,כל אחד | כי אם | כוח אדם | כי אתה | כרטיס אשראי | כיווני אוויר | (גימטריה) 21,substituted,yes,wikipedia,נוסח ספרד,unreviewed,,substitution,wiki_substituted
ha-01464,כ״א,"ביטוי מקביל בעברית המודרנית הוא ""ארבעה כ״א"".",כיווני אוויר,כ״א.05,כיווני אוויר,weak,7,כל אחד | כי אם | כוח אדם | כי אתה | כרטיס אשראי | כיווני אוויר | (גימטריה) 21,substituted,yes,wikipedia,רוחות השמיים,unreviewed,,substitution,wiki_substituted
ha-01465,כ״א,תכנונו האדריכלי יוצר קומות בגדלים משתנים ובהן מרפסות וחדרי מנהלים הפונים ל-3 כ״א ומבט לנוף פנורמי.,כיווני אוויר,כ״א.05,כיווני אוויר,weak,7,כל אחד | כי אם | כוח אדם | כי אתה | כרטיס אשראי | כיווני אוויר | (גימטריה) 21,substituted,yes,wikipedia,"קרדן נדל""ן",unreviewed,,substitution,wiki_substituted
ha-01466,כ״א,גודלם הקטן של הבתים הבטיח מספר גדול של כ״א וחלונות לכל חדר.,כיווני אוויר,כ״א.05,כיווני אוויר,weak,7,כל אחד | כי אם | כוח אדם | כי אתה | כרטיס אשראי | כיווני אוויר | (גימטריה) 21,substituted,yes,wikipedia,הסגנון הכף-הולנדי,unreviewed,,substitution,wiki_substituted
ha-01470,כ״א,"הצ'פטרים, ובהם ""ויקימדיה ישראל"", פזורים ברחבי העולם ופועלים, כ״א במדינתו, לקידום מיזמי הקרן ולשיפור ההפצה של תוכן חופשי.",כל אחד,כ״א.01,כל אחד,weak,7,כל אחד | כי אם | כוח אדם | כי אתה | כרטיס אשראי | כיווני אוויר | (גימטריה) 21,substituted,yes,wikipedia,קרן ויקימדיה,unreviewed,,substitution,wiki_substituted
ha-01471,כ״א,"התסריטאי המרוויח ביותר בהיסטוריה של הקולנוע הוא סיימון קינברג, אשר שניים מהתסריטים שלו נמכרו ב-$8,000,000 עבור כ״א כשבנוסף לכך הוא משתכר ברווח שבועי של $350,000.",כל אחד,כ״א.01,כל אחד,weak,7,כל אחד | כי אם | כוח אדם | כי אתה | כרטיס אשראי | כיווני אוויר | (גימטריה) 21,substituted,yes,wikipedia,תסריטאי,unreviewed,,substitution,wiki_substituted
ha-01472,כ״א,"קשה ואף בלתי אפשרי, לבודד כ״א מהגורמים שמשפיעים על האורגניזם ולכן משתמשים לעיתים קרובות במושג זה כביטוי כללי לתיאור של סביבת החיים, כגון 'סוואנה' או 'חורש ים-תיכוני'.",כל אחד,כ״א.01,כל אחד,weak,7,כל אחד | כי אם | כוח אדם | כי אתה | כרטיס אשראי | כיווני אוויר | (גימטריה) 21,substituted,yes,wikipedia,בית גידול,unreviewed,,substitution,wiki_substituted
ha-01473,כ״א,"עד למחשוב התהליך, הרכש באמצעות כ״א היה מסורבל ביותר.",כרטיס אשראי,כ״א.06,כרטיס אשראי,weak,7,כל אחד | כי אם | כוח אדם | כי אתה | כרטיס אשראי | כיווני אוויר | (גימטריה) 21,substituted,yes,wikipedia,כרטיס אשראי,unreviewed,,substitution,wiki_substituted
ha-01474,כ״א,גודל כ״א הוא 85.60 על 53.98 מילימטר ופינות מעוגלות ברדיוס 2.88 עד 3.48 מילימטר.,כרטיס אשראי,כ״א.06,כרטיס אשראי,weak,7,כל אחד | כי אם | כוח אדם | כי אתה | כרטיס אשראי | כיווני אוויר | (גימטריה) 21,substituted,yes,wikipedia,כרטיס אשראי,unreviewed,,substitution,wiki_substituted
ha-01475,כ״א,"כ״א בנקאי יכול לשמש גם ככרטיס הפעלה של מכשירים אוטומטיים של הבנק המנפיק, לצורך ביצוע פעולות בחשבון (למשל, שימוש בכספומט, או בירור מידע על החשבון במכונות אוטומטיות).",כרטיס אשראי,כ״א.06,כרטיס אשראי,weak,7,כל אחד | כי אם | כוח אדם | כי אתה | כרטיס אשראי | כיווני אוויר | (גימטריה) 21,substituted,yes,wikipedia,כרטיס אשראי,unreviewed,,substitution,wiki_substituted
ha-01924,מפמ״ר,בין מאי 1998 לאוקטובר 2001 כיהן כמפקד אוגדת יהודה ובמקביל שימש מפמ״ר אימון מפקדות.,מפקד מרכז,מפמ״ר.01,מפקד מרכז,weak,2,מפקד מרכז | מפקח מרכז,substituted,no,wikipedia,אביגדור קליין,unreviewed,,substitution,wiki_substituted
ha-01925,מפמ״ר,"מפמ״ר הבריחה בפולין היה איסר בן צבי (שמעון) 1945 אחריו צבי נצר (אלכסנדר), 1945–1948.",מפקד מרכז,מפמ״ר.01,מפקד מרכז,weak,2,מפקד מרכז | מפקח מרכז,substituted,no,wikipedia,המוסד לעלייה ב',unreviewed,,substitution,wiki_substituted
ha-01926,מפמ״ר,"הסרטים שודרו בטלוויזיה הישראלית, הוצגו במוזיאונים בירושלים ובתל אביב, והופצו עם חומרי הנחיה לבתי ספר בקרב יהדות התפוצות ובישראל, באמצעות מפמ״ר היסטוריה של משרד החינוך.",מפקח מרכז,מפמ״ר.02,מפקח מרכז,weak,2,מפקד מרכז | מפקח מרכז,substituted,no,wikipedia,עמותת תולדות ישראל,unreviewed,,substitution,wiki_substituted
ha-00104,אח״ז,"נמלה של ברמן הוא השני בגודלו בגרמניה, אח״ז של המבורג.",אחרי זה,אח״ז.01,אחרי זה,weak,2,אחרי זה | אחר זמנו,substituted,no,wikipedia,ברמן,unreviewed,,substitution,wiki_substituted
ha-00105,אח״ז,"שנים אח״ז, כותב הקומיקס דווין מקדפי הביא לדפי הקומיקס גרסה דומה של האבטיפוס, בשם ה""מפציץ השחור"".",אחרי זה,אח״ז.01,אחרי זה,weak,2,אחרי זה | אחר זמנו,substituted,no,wikipedia,ברק שחור,unreviewed,,substitution,wiki_substituted
ha-00106,אח״ז,בשנות ה-50 ליה ון ליר אספה סרטים בביתה בחיפה אח״ז היא עברה לתל אביב והיא המשיכה לאסוף סרטים גם בביתה בתל אביב.,אחרי זה,אח״ז.01,אחרי זה,weak,2,אחרי זה | אחר זמנו,substituted,no,wikipedia,ארכיון הסרטים הישראלי בסינמטק ירושלים,unreviewed,,substitution,wiki_substituted
ha-00447,בד״א,"אם יש שני בני אדם שכל אחד הוא בד״א של חברו, יכולים מהתורה להעביר אחד לשני בפחות מארבע אמות, וכך ניתן לטלטל למרחקים עצומים.",בד' אמות,בד״א.01,בד' אמות,weak,4,במה דברים אמורים | בעלי דרגות אחרות | בד' אמות | ברוך דיָן אמת,substituted,yes,wikipedia,טלטול ברשות הרבים,unreviewed,,substitution,wiki_substituted
ha-00448,בד״א,"בעקבות זאת, כהנים אינם מורשים להיכנס לבית קברות לעמוד בד״א של מת או לשהות בחדר בו נמצא יהודי שמת.",בד' אמות,בד״א.01,בד' אמות,weak,4,במה דברים אמורים | בעלי דרגות אחרות | בד' אמות | ברוך דיָן אמת,substituted,yes,wikipedia,כהן,unreviewed,,substitution,wiki_substituted
ha-00449,בד״א,"במקביל, בשנים 1971-1976 ערכה והגישה את תוכניתה ""בד״א"".",בד' אמות,בד״א.01,בד' אמות,weak,4,במה דברים אמורים | בעלי דרגות אחרות | בד' אמות | ברוך דיָן אמת,substituted,yes,wikipedia,עדנה פאר,unreviewed,,substitution,wiki_substituted
ha-00450,בד״א,"פעמים רבות במשנה, רבי יהודה מסייג את דברי הקודמים לו ומתבטא בלשון ""אימתי, בזמן ש..."" או ב""בד״א"".",במה דברים אמורים,בד״א.03,במה דברים אמורים,weak,4,במה דברים אמורים | בעלי דרגות אחרות | בד' אמות | ברוך דיָן אמת,substituted,yes,wikipedia,רבי יהודה,unreviewed,,substitution,wiki_substituted
ha-00451,בד״א,"הפטרול הראשון הורכב מ־2 קצינים ו־28 בד״א, ולרשותם הועמדו משאיות שברולט ופורד.",בעלי דרגות אחרות,בד״א.02,בעלי דרגות אחרות,weak,4,במה דברים אמורים | בעלי דרגות אחרות | בד' אמות | ברוך דיָן אמת,substituted,yes,wikipedia,קבוצת המדבר ארוכת הטווח,unreviewed,,substitution,wiki_substituted
ha-00452,בד״א,"כוח האדם בשירות קבע כולל 3,357 קצינים ו-10,697 בד״א.",בעלי דרגות אחרות,בד״א.02,בעלי דרגות אחרות,weak,4,במה דברים אמורים | בעלי דרגות אחרות | בד' אמות | ברוך דיָן אמת,substituted,yes,wikipedia,הצי המלכותי האוסטרלי,unreviewed,,substitution,wiki_substituted
ha-00453,בד״א,460 קצינים ו-2234 בד״א שירתו בחייל ועד 200 נוספים שירתו בכוחות האוויריים של בריטניה.,בעלי דרגות אחרות,בד״א.02,בעלי דרגות אחרות,weak,4,במה דברים אמורים | בעלי דרגות אחרות | בד' אמות | ברוך דיָן אמת,substituted,yes,wikipedia,חיל האוויר המלכותי האוסטרלי,unreviewed,,substitution,wiki_substituted
ha-01038,ה״פ,"הראשון מבין שבעת ספרי הסדרה, ""ה״פ ואבן החכמים"", יצא לאור בשנת 1997, והאחרון מביניהם, ""ה״פ ואוצרות המוות"", יצא בשנת 2007.",הארי פוטר,ה״פ.01,הארי פוטר,weak,3,הארי פוטר | המרצת פתיחה | הודעה פרטית,substituted,yes,wikipedia,הארי פוטר,unreviewed,,substitution,wiki_substituted
ha-01039,ה״פ,ה״פ וחבריו רון ויזלי והרמיוני גריינג'ר הם מראשי כוחות הטוב.,הארי פוטר,ה״פ.01,הארי פוטר,weak,3,הארי פוטר | המרצת פתיחה | הודעה פרטית,substituted,yes,wikipedia,הארי פוטר,unreviewed,,substitution,wiki_substituted
ha-01040,ה״פ,"במשך הזמן מגלה ה״פ יותר ויותר על עולם הקוסמים, על הוריו המתים ועל המלחמה שהייתה בעבר אל מול וולדמורט ואוכלי המוות.",הארי פוטר,ה״פ.01,הארי פוטר,weak,3,הארי פוטר | המרצת פתיחה | הודעה פרטית,substituted,yes,wikipedia,הארי פוטר,unreviewed,,substitution,wiki_substituted
ha-01041,ה״פ,"עסק יכול לפנות למשתמש באמצעות ה״פ, קהל מותאם (Custom Audience), פרסום מחדש למי שביקר באתר או אינטראקציה עם משתמשים שהביעו עניין במוצר.",הודעה פרטית,ה״פ.03,הודעה פרטית,weak,3,הארי פוטר | המרצת פתיחה | הודעה פרטית,substituted,yes,wikipedia,שיווק ישיר,unreviewed,,substitution,wiki_substituted
ha-01042,ה״פ,"ביושבה מול מחשב בספרייה, מתקבלת בערוץ היוטיוב של אנה ה״פ ממשתמש שכינויו ""כמעטמפורסם99"" עם קישור לסרטון של הצעירים מסצנת הפתיחה.",הודעה פרטית,ה״פ.03,הודעה פרטית,weak,3,הארי פוטר | המרצת פתיחה | הודעה פרטית,substituted,yes,wikipedia,הגרדום: מערכה 2,unreviewed,,substitution,wiki_substituted
ha-01043,ה״פ,"תיק משפטי נוצר כאשר אחד הצדדים פותח בהליך משפטי, כגון תובענה או ה״פ, במטרה לבקש מהרשות השיפוטית סעד מסוג כלשהו.",המרצת פתיחה,ה״פ.02,המרצת פתיחה,weak,3,הארי פוטר | המרצת פתיחה | הודעה פרטית,substituted,yes,wikipedia,תיק משפטי,unreviewed,,substitution,wiki_substituted
ha-01044,ה״פ,ה״פ היא סדר דין מיוחד שבאמצעותו ניתן לפתוח בהליך משפטי.,המרצת פתיחה,ה״פ.02,המרצת פתיחה,weak,3,הארי פוטר | המרצת פתיחה | הודעה פרטית,substituted,yes,wikipedia,המרצת פתיחה,unreviewed,,substitution,wiki_substituted
ha-01045,ה״פ,תובענה בדרך של ה״פ מתבררת באופן מהיר ומקוצר על יסוד תצהירים בלבד וללא כתבי טענות או שלב הוכחות.,המרצת פתיחה,ה״פ.02,המרצת פתיחה,weak,3,הארי פוטר | המרצת פתיחה | הודעה פרטית,substituted,yes,wikipedia,המרצת פתיחה,unreviewed,,substitution,wiki_substituted
ha-00024,אב״ד,"כיום, אב״ד הוא הדיין החשוב ביותר שבאותו בית דין.",אב בית דין,אב״ד.01,אב בית דין,weak,2,אב בית דין | אוירודינמיקה בלתי דחיסה,substituted,no,wikipedia,אב בית דין,unreviewed,,substitution,wiki_substituted
ha-00025,אב״ד,"נְשִׂיא הסַנְהֶדְרִין היה אישיות מרכזית שישבה בראש הסנהדרין הגדולה, כשלצידו מכהן אב״ד.",אב בית דין,אב״ד.01,אב בית דין,weak,2,אב בית דין | אוירודינמיקה בלתי דחיסה,substituted,no,wikipedia,נשיא הסנהדרין,unreviewed,,substitution,wiki_substituted
ha-00026,אב״ד,"בתקופתו של רבי יהודה הנשיא לא נמנו לצדו אב״ד ונציג החכמים, כנהוג אצל שאר הנשיאים, ונראה שעקב הדומיננטיות שלו, הייתה הסמכות מופקדת בידיו בלבד.",אב בית דין,אב״ד.01,אב בית דין,weak,2,אב בית דין | אוירודינמיקה בלתי דחיסה,substituted,no,wikipedia,נשיא הסנהדרין,unreviewed,,substitution,wiki_substituted
ha-01213,ח״ד,"במקרה של צעד רב חשיבות נהוג לבקש ח״ד נוספת, כלומר ח״ד של רופא מומחה נוסף.",חוות דעת,ח״ד.01,חוות דעת,weak,4,חוות דעת | חלק ד | חיקור דין | חתיכא דאיסורא,substituted,yes,wikipedia,חוות דעת,unreviewed,,substitution,wiki_substituted
ha-01214,ח״ד,"ח״ד רפואית – ""מדובר במכתב רשמי, המעריך את המרכיב הנפשי/גופני בתפקודו האדם, זהו מסמך בעל תוקף משפטי.",חוות דעת,ח״ד.01,חוות דעת,weak,4,חוות דעת | חלק ד | חיקור דין | חתיכא דאיסורא,substituted,yes,wikipedia,חוות דעת,unreviewed,,substitution,wiki_substituted
ha-01215,ח״ד,ח״ד ברשלנות רפואית – זו חוות הדעת המאסיבית ביותר.,חוות דעת,ח״ד.01,חוות דעת,weak,4,חוות דעת | חלק ד | חיקור דין | חתיכא דאיסורא,substituted,yes,wikipedia,חוות דעת,unreviewed,,substitution,wiki_substituted
ha-01216,ח״ד,"עקב כך נפתחה חקירה בעניין נגד אולמרט ובאפריל 2007, צוות מהיחידה הארצית לחקירות הונאה של המשטרה ייצא לאוסטרליה, כדי לבצע ח״ד ללואי.",חיקור דין,ח״ד.02,חיקור דין,weak,4,חוות דעת | חלק ד | חיקור דין | חתיכא דאיסורא,substituted,yes,wikipedia,פרנק לואי,unreviewed,,substitution,wiki_substituted
ha-01217,ח״ד,ב-22 עד 24 ביולי 2025 ערכו חוקרי להב 433 ח״ד לאיינהורן במשרד התובע הכללי העליון בבלגרד בנוגע לשתי הפרשות הקטריות.,חיקור דין,ח״ד.02,חיקור דין,weak,4,חוות דעת | חלק ד | חיקור דין | חתיכא דאיסורא,substituted,yes,wikipedia,ישראל איינהורן,unreviewed,,substitution,wiki_substituted
ha-01218,ח״ד,"במקביל, בין ה-22 ל-24 ביולי 2025 ערכו חוקרי להב 433 ח״ד לשרוליק איינהורן במשרד התובע הכללי בבלגרד שבסרביה, לאחר שבמשך חודשים סירב להגיע לישראל.",חיקור דין,ח״ד.02,חיקור דין,weak,4,חוות דעת | חלק ד | חיקור דין | חתיכא דאיסורא,substituted,yes,wikipedia,פרשת הדלפת המסמכים המסווגים לעיתון בילד,unreviewed,,substitution,wiki_substituted
ha-01219,ח״ד,"אור התורה ויקרא, ח״ד: ויקרא - בחוקותי; פסח; לג בעומר.",חלק ד,ח״ד.03,חלק ד,weak,4,חוות דעת | חלק ד | חיקור דין | חתיכא דאיסורא,substituted,yes,wikipedia,אור התורה (ספר),unreviewed,,substitution,wiki_substituted
ha-01220,ח״ד,"אור התורה דברים, ח״ד: האזינו - ברכה; סוכות, שמיני עצרת.",חלק ד,ח״ד.03,חלק ד,weak,4,חוות דעת | חלק ד | חיקור דין | חתיכא דאיסורא,substituted,yes,wikipedia,אור התורה (ספר),unreviewed,,substitution,wiki_substituted
ha-01221,ח״ד,"צילום הוצאת ווילנא באתר היברובוקס - חלק א (בסריקה זו חסרים עמודים, אבל יש גם תדפיס של הוצאה זו בלי עמודים חסרים), חלק ב, חלק ג, ח״ד, חלק ה, חלק ו, חלק ז.",חלק ד,ח״ד.03,חלק ד,weak,4,חוות דעת | חלק ד | חיקור דין | חתיכא דאיסורא,substituted,yes,wikipedia,תלמוד ירושלמי,unreviewed,,substitution,wiki_substituted
ha-02922,רש״ת,"ב-24 ביולי 2012, ""אוזרח"" נמל התעופה (לא הבסיס עצמו) וניהולו הועבר מחיל האוויר לידי רש״ת.",רשות שדות התעופה,רש״ת.01,רשות שדות התעופה,weak,2,ראשי תיבות | רשות שדות התעופה,substituted,no,wikipedia,נמל התעופה חיפה,unreviewed,,substitution,wiki_substituted
