item_id,acronym,gold,candidates,shown_order,response,correct,valid,multi_sense_type
ha-00296,א״ז,את זה,את זה | אין זה | אי־זוגי | אור זרוע | אדרא זוטא | אדוני זקני,את זה | אור זרוע | אין זה | אדרא זוטא | אדוני זקני | אי־זוגי,A,True,True,yes
ha-00297,א״ז,את זה,את זה | אין זה | אי־זוגי | אור זרוע | אדרא זוטא | אדוני זקני,אור זרוע | אי־זוגי | אדוני זקני | אין זה | את זה | אדרא זוטא,E,True,True,yes
ha-00298,א״ז,את זה,את זה | אין זה | אי־זוגי | אור זרוע | אדרא זוטא | אדוני זקני,אין זה | את זה | אי־זוגי | אדרא זוטא | אור זרוע | אדוני זקני,B,True,True,yes
ha-02820,רדב״ז,רבי דוד בן זכאי,רבי דוד בן זכאי | רבי דוד בן זמרא (1479–1573),רבי דוד בן זכאי | רבי דוד בן זמרא (1479–1573),A,True,True,no
ha-00761,גמו״ש,גמול השתלמות,גמול השתלמות | גמור ושלם,גמול השתלמות | גמור ושלם,A,True,True,no
ha-00762,גמו״ש,גמול השתלמות,גמול השתלמות | גמור ושלם,גמול השתלמות | גמור ושלם,A,True,True,no
ha-00763,גמו״ש,גמול השתלמות,גמול השתלמות | גמור ושלם,גמור ושלם | גמול השתלמות,B,True,True,no
ha-00925,ד״ק,דגש קל,דגש קל | דמי קדימה,דמי קדימה | דגש קל,B,True,True,yes
ha-00926,ד״ק,דגש קל,דגש קל | דמי קדימה,דגש קל | דמי קדימה,A,True,True,yes
ha-00927,ד״ק,דגש קל,דגש קל | דמי קדימה,דמי קדימה | דגש קל,B,True,True,yes
ha-00928,ד״ק,דמי קדימה,דגש קל | דמי קדימה,דגש קל | דמי קדימה,B,True,True,yes
ha-00929,ד״ק,דמי קדימה,דגש קל | דמי קדימה,דמי קדימה | דגש קל,A,True,True,yes
ha-00930,ד״ק,דמי קדימה,דגש קל | דמי קדימה,דגש קל | דמי קדימה,B,True,True,yes
ha-01602,מא״ש,המרכז לאימונים באש,מאה שערים | מרדכי איש-שלום | המרכז לאימונים באש | מאיר איש-שלום,מאה שערים | מאיר איש-שלום | מרדכי איש-שלום | המרכז לאימונים באש,D,True,True,yes
ha-01603,מא״ש,המרכז לאימונים באש,מאה שערים | מרדכי איש-שלום | המרכז לאימונים באש | מאיר איש-שלום,מאה שערים | מרדכי איש-שלום | המרכז לאימונים באש | מאיר איש-שלום,C,True,True,yes
ha-01604,מא״ש,מאה שערים,מאה שערים | מרדכי איש-שלום | המרכז לאימונים באש | מאיר איש-שלום,מאה שערים | מרדכי איש-שלום | מאיר איש-שלום | המרכז לאימונים באש,A,True,True,yes
ha-01605,מא״ש,מאה שערים,מאה שערים | מרדכי איש-שלום | המרכז לאימונים באש | מאיר איש-שלום,מאה שערים | מאיר איש-שלום | מרדכי איש-שלום | המרכז לאימונים באש,A,True,True,yes
ha-01606,מא״ש,מאה שערים,מאה שערים | מרדכי איש-שלום | המרכז לאימונים באש | מאיר איש-שלום,מאיר איש-שלום | המרכז לאימונים באש | מאה שערים | מרדכי איש-שלום,C,True,True,yes
ha-00496,בכ״מ,בכל מקום,בכל מקום | בכל מקרה | בכמה מקומות,בכמה מקומות | בכל מקום | בכל מקרה,B,True,True,yes
ha-00497,בכ״מ,בכל מקום,בכל מקום | בכל מקרה | בכמה מקומות,בכל מקרה | בכל מקום | בכמה מקומות,B,True,True,yes
ha-00498,בכ״מ,בכל מקום,בכל מקום | בכל מקרה | בכמה מקומות,בכל מקרה | בכמה מקומות | בכל מקום,C,True,True,yes
ha-00499,בכ״מ,בכל מקרה,בכל מקום | בכל מקרה | בכמה מקומות,בכל מקום | בכל מקרה | בכמה מקומות,B,True,True,yes
ha-00500,בכ״מ,בכל מקרה,בכל מקום | בכל מקרה | בכמה מקומות,בכל מקום | בכמה מקומות | בכל מקרה,A,False,True,yes
ha-00501,בכ״מ,בכל מקרה,בכל מקום | בכל מקרה | בכמה מקומות,בכל מקרה | בכמה מקומות | בכל מקום,A,True,True,yes
ha-00502,בכ״מ,בכמה מקומות,בכל מקום | בכל מקרה | בכמה מקומות,בכמה מקומות | בכל מקום | בכל מקרה,A,True,True,yes
ha-00503,בכ״מ,בכמה מקומות,בכל מקום | בכל מקרה | בכמה מקומות,בכמה מקומות | בכל מקום | בכל מקרה,A,True,True,yes
ha-00504,בכ״מ,בכמה מקומות,בכל מקום | בכל מקרה | בכמה מקומות,בכמה מקומות | בכל מקום | בכל מקרה,A,True,True,yes
ha-02894,רע״א,רבי עקיבא אייגר,רבי עקיבא אייגר | רשות ערעור אזרחי,רשות ערעור אזרחי | רבי עקיבא אייגר,B,True,True,no
