acronym,expansion,hits,sources,rank,n_candidates,mined_items,mined_natural
כנ״ל,"כנאמר לעיל (או: כנזכר לעיל, כנכתב לעיל)",0,wiktionary,2,4,0,0
כנ״ל,כנאמר לקמן כנזכר להלן,0,wiktionary,3,4,0,0
כנ״ל,כנכון לגביי,0,wiktionary,4,4,0,0
כ״א,כל אחד,13941,wiktionary,1,7,6,3
כ״א,כי אם,4697,wiktionary,2,7,3,0
כ״א,כוח אדם,2542,wiktionary,3,7,3,0
כ״א,כי אתה,265,wiktionary,4,7,3,0
כ״א,כרטיס אשראי,190,wiktionary,5,7,3,0
כ״א,כיווני אוויר,5,wiktionary,6,7,3,0
כ״א,(גימטריה) 21,0,wiktionary,7,7,0,0
כ״ז,כל זאת,2138,wiktionary,1,2,3,0
כ״ז,כל זמן,647,wiktionary,2,2,3,0
כ״ח,כהנא חי,34,wiktionary,1,4,3,0
כ״ח,כתיב חסר,30,wiktionary,2,4,3,0
כ״ח,כדור חוזר,15,wiktionary,3,4,3,0
כ״ח,כינוי חבור,5,wiktionary,4,4,3,0
כ״י,כתב יד,2075,wiktionary,1,2,3,0
כ״י,כן ירבו,6,wiktionary,2,2,0,0
כ״כ,כמו כן,49440,wiktionary,1,3,3,0
כ״כ,כל כך,9288,wiktionary,2,3,3,0
כ״כ,כיתת כוננות,35,wiktionary,3,3,3,0
כ״מ,כל מקום,569,wiktionary,1,2,3,0
כ״מ,כושר מוגבל,3,wiktionary,2,2,1,0
כ״ס,כפר סבא,2565,wikipedia+wiktionary,1,3,3,0
כ״ס,כוח סוס,469,wikipedia+wiktionary,2,3,6,3
כ״ס,כתב סתר,7,wikipedia,3,3,3,0
כ״ע,כתב עת,4694,wiktionary,1,3,3,0
כ״ע,כתב עליו,604,wiktionary,2,3,3,0
כ״ע,"כולי עלמא (כֻּלֵּי עָלְמָא, כל העולם)",0,wiktionary,3,3,0,0
כ״ק,כושר קרבי,106,wiktionary,1,2,3,0
כ״ק,כבוד קדושת,14,wiktionary,2,2,1,0
כ״ש,כל שהוא,288,wiktionary,1,4,3,0
כ״ש,כל שכן,243,wiktionary,2,4,3,0
כ״ש,כהן שלום,19,wiktionary,3,4,0,0
כ״ש,כלי שני,13,wiktionary,4,4,3,0
כ״ת,כתר תורה,118,wiktionary,1,2,3,0
כ״ת,כמו תמיד,72,wiktionary,2,2,3,0
לב״ב,לא בא בחשבון,32,wiktionary,1,2,3,0
לב״ב,לחימה בשטח בנוי (מיושן),0,wiktionary,2,2,0,0
להב״ה,למניעת התבוללות בארץ הקודש,10,wikipedia,1,2,0,0
להב״ה,לצמצום הפער הדיגיטלי בחברה הישראלית,6,wikipedia,2,2,0,0
לו״ז,לוח זמנים,939,wikipedia,1,2,3,0
לו״ז,לוחמה זעירה,84,wikipedia,2,2,3,0
למל״מ,לא מועיל לא מזיק,0,wiktionary,1,2,0,0
למל״מ,לא מריח לא מסריח,0,wiktionary,2,2,0,0
למ״ד,האות ל',24,wiktionary,1,2,0,0
למ״ד,למאן דאמר,3,wiktionary,2,2,0,0
למ״ה,למורי הרב,1,wiktionary,1,2,0,0
למ״ה,לא מפי הרב,0,wiktionary,2,2,0,0
לע״ז,לשון עם זר,3,wiktionary,1,2,0,0
לע״ז,גזירת נוטריקון מן המילה לעז המשנאית,0,wiktionary,2,2,0,0
לפ״ד,לפי דברי,380,wiktionary,1,2,3,0
לפ״ד,"לפי דעתו, לפי דעתי",0,wiktionary,2,2,0,0
ל״א,לוחמה אלקטרונית,540,wiktionary,1,2,3,0
ל״א,לשון אחר,28,wiktionary,2,2,3,0
ל״ב,להגמל במאסר,0,wiktionary,1,2,0,0
ל״ב,שלושים ושניים בגימטריה,0,wiktionary,2,2,0,0
ל״ג,לא גרסינן,1,wiktionary,1,3,0,0
ל״ג,גימטריה 33,0,wiktionary,2,3,0,0
ל״ג,למד הפועל גרונית,0,wiktionary,3,3,0,0
ל״ד,לחץ דם,1061,wiktionary,1,3,3,0
ל״ד,לאו דווקא,786,wiktionary,2,3,3,0
ל״ד,לא דמי,4,wiktionary,3,3,1,0
ל״ל,למה לי,410,wiktionary,1,2,3,0
ל״ל,"לית ליה, לית לן, (ארמית-אין לו, אין לה, אין לנו)",0,wiktionary,2,2,0,0
ל״ע,לעת עתה,391,wiktionary,1,3,3,0
ל״ע,לימוד עצמי,77,wiktionary,2,3,3,0
ל״ע,לא עלינו,24,wiktionary,3,3,3,0
ל״ש,לירה שטרלינג,315,wiktionary,1,4,3,0
ל״ש,לא שייך,160,wiktionary,2,4,3,0
ל״ש,לא שמיה (=לא נקרא/נחשב),0,wiktionary,3,4,0,0
ל״ש,לא שנא/שנו,0,wiktionary,4,4,0,0
ל״ת,לא תעשה,612,wiktionary,1,2,3,0
ל״ת,ללא תוכן,84,wiktionary,2,2,3,0
מא״ג,מאג,234,wiktionary,1,3,3,0
מא״ג,מדרש אגדה,93,wiktionary,2,3,3,0
מא״ג,מקלע אחיד גדודי,2,wiktionary,3,3,0,0
מא״ש,מאה שערים,562,wikipedia,1,4,3,0
מא״ש,מרדכי איש-שלום,118,wikipedia,2,4,2,0
מא״ש,המרכז לאימונים באש,31,wikipedia,3,4,2,0
מא״ש,מאיר איש-שלום,30,wikipedia,4,4,2,0
מב״א,מערכת בקרת אש,81,wiktionary,1,2,3,0
מב״א,מכלול בקרה אוגדתי,5,wiktionary,2,2,1,0
מב״ו,מלך בשר ודם,24,wiktionary,1,2,3,0
מב״ו,מבשר ודם,5,wiktionary,2,2,1,0
מב״ט,מטוס בלי טייס,1,wiktionary,1,2,0,0
מב״ט,מרכז בקרה טכנולוגי,0,wiktionary,2,2,0,0
מב״ם,מבקר המדינה,1638,wiktionary,1,3,3,0
מב״ם,המערכה בין המלחמות,25,wiktionary,2,3,3,0
מב״ם,מזר בכיר מתקדם,3,wiktionary,3,3,0,0
מב״ר,משרד הבריאות,2719,wiktionary,1,3,3,0
מב״ר,מסלול בגרויות רגיל,0,wiktionary,2,3,0,0
מב״ר,מפגר בעל רצון,0,wiktionary,3,3,0,0
מג״ב,משמר הגבול,1491,wiktionary,1,3,6,3
מג״ב,מגה בית (גם: מגה בייט). בדיוק מיליון בית,0,wiktionary,2,3,0,0
מג״ב,מיירט גובה בינוני,0,wiktionary,3,3,0,0
מג״ל,המכון הגבוה לתורה,33,wikipedia,1,7,3,0
מג״ל,מביא גאולה לעולם,7,wiktionary,2,7,1,0
מג״ל,מגל (בעבר מערך גיבוי לחימה),1,wikipedia,3,7,0,0
מג״ל,שם עט של גיורא לשם,1,wikipedia,4,7,0,0
מג״ל,מיליגרם לליטר (mg/L),0,wiktionary,5,7,0,0
מג״ל,מנה ג' לשבטים (שם משפחה של שבט לוי),0,wiktionary,6,7,0,0
מג״ל,מרכז גמילה ליפתא,0,wiktionary,7,7,0,0
מג״מ,מפקד גף מטוסים,2,wiktionary,1,2,0,0
מג״מ,מרכז גיוס מרחבי,0,wiktionary,2,2,0,0
מג״ר,מרק גרמני,33,wiktionary,1,2,3,0
מג״ר,מיירט גובה רב,0,wiktionary,2,2,0,0
מג״ש,מגיד שיעור,51,wiktionary,1,2,3,0
מג״ש,מפקד גוש,23,wiktionary,2,2,3,0
מדא״ג,מדרש אגדה,93,wiktionary,1,2,3,0
מדא״ג,מדריכת אימון גופני,3,wiktionary,2,2,0,0
מד״א,מגן דוד אדום,429,wiktionary,1,5,6,3
מד״א,מרא דאתרא,170,wiktionary,2,5,3,0
מד״א,מסכת דרך ארץ,32,wiktionary,3,5,3,0
מד״א,מאן דאמר (מי שאמר),0,wiktionary,4,5,0,0
מד״א,משום דרכי אמורי,0,wiktionary,5,5,0,0
מד״ח,משוואות דיפרנציאליות חלקיות,103,wikipedia,1,5,3,0
מד״ח,משוואה דיפרנציאלית חלקית,56,wiktionary,2,5,3,0
מד״ח,מדת חסידות,11,wiktionary,3,5,3,0
מד״ח,מדריך חוץ וטבע,2,wikipedia,4,5,0,0
מד״ח,אנגלית: PDE,0,wiktionary,5,5,0,0
מד״ן,משה דוד גאון,247,wikipedia,1,3,2,0
מד״ן,מדריך נוער,95,wiktionary,2,3,2,0
מד״ן,מספן המודיעין,79,wikipedia,3,3,3,0
מד״ס,מדעי הסביבה,121,wiktionary,1,4,3,0
מד״ס,מדברי סופרים,35,wiktionary,2,4,3,0
מד״ס,מדריך ספורט,19,wiktionary,3,4,3,0
מד״ס,מדי ספורט,3,wiktionary,4,4,1,0
מד״ר,מדרש רבה,178,wiktionary,1,3,3,0
מד״ר,מדריך ראשי,70,wiktionary,2,3,3,0
מד״ר,משוואה דיפרנציאלית רגילה,32,wiktionary,3,3,3,0
מהו״ת,מידע,129370,wikipedia,1,5,3,0
מהו״ת,מרכז התעצמות ותובנה,2,wikipedia,2,5,0,0
מהו״ת,מרכז הערבות והתמודדות בחירום,1,wikipedia,3,5,0,0
מהו״ת,מרכז הערכה ופיתוח תוכניות,1,wikipedia,4,5,0,0
מהו״ת,מרכז השתלמויות ותנופה,1,wikipedia,5,5,0,0
מהרי״א,יצחק אברבנאל,254,wikipedia,1,5,3,0
מהרי״א,יצחק אבוהב,86,wikipedia,2,5,3,0
מהרי״א,יהודה אסאד,36,wikipedia,3,5,2,0
מהרי״א,יצחק אייזיק אייכנשטיין,29,wikipedia,4,5,0,0
מהרי״א,יצחק אדרבי,11,wikipedia,5,5,3,0
מהרי״ח,ישראל חיים פרידמן,17,wikipedia,1,6,1,0
מהרי״ח,יוסף חיים הכהן,16,wikipedia,2,6,3,0
מהרי״ח,יחזקיה ממגדבורג,8,wikipedia,3,6,0,0
מהרי״ח,ישראל חיים דייכס,4,wikipedia,4,6,0,0
מהרי״ח,ישראל חיים קצבורג,4,wikipedia,5,6,0,0
מהרי״ח,יואל חסיד מאמצ'יסלוב,3,wikipedia,6,6,0,0
מהרי״ץ,יוסף צבי דושינסקי,97,wikipedia,1,6,3,0
מהרי״ץ,יצחק מוולוז'ין,39,wikipedia,2,6,3,0
מהרי״ץ,יהודה צבי ברנדויין (הראשון),6,wikipedia,3,6,1,0
מהרי״ץ,מארי יחיא צאלח,3,wikipedia,4,6,0,0
מהרי״ץ,יוסף צבי דינר (או דונר),1,wikipedia,5,6,0,0
מהרי״ץ,רבנים מהאחרונים,1,wikipedia,6,6,0,0
מהרש״א,שלמה אליעזר אלפנדרי,34,wikipedia,1,4,3,0
מהרש״א,שמואל אליעזר הלוי איידלס,33,wikipedia,2,4,1,0
מהרש״א,שמעון אגסי,31,wikipedia,3,4,3,0
מהרש״א,שלמה איגר,26,wikipedia,4,4,3,0
מהרש״ג,רבי שמעון גרינפלד,9,wikipedia,1,2,2,0
מהרש״ג,רבי שמואל גאון,2,wikipedia,2,2,0,0
מהרש״ק,רבקה מהרשק,39,wikipedia,1,11,1,0
מהרש״ק,ר' שלמה קלוגר,7,wikipedia,2,11,0,0
מהרש״ק,בני מהרשק,5,wikipedia,3,11,1,0
מהרש״ק,ר' שלמה מקרלין,4,wikipedia,4,11,0,0
מהרש״ק,ר' שמואל קאיידנובר,4,wikipedia,5,11,0,0
מהרש״ק,ישראל מהרשק,3,wikipedia,6,11,1,0
מהרש״ק,רבי שמשון בן יצחק מקינון (לעיתים,2,wikipedia,7,11,0,0
מהרש״ק,מורנו הרב רבי שלמה כהן,0,wiktionary,8,11,0,0
מהרש״ק,מורנו הרב רבי שלמה קלוגר,0,wiktionary,9,11,0,0
מהרש״ק,מורנו הרב רבי שלמה קרלינר,0,wiktionary,10,11,0,0
מהרש״ק,מורנו הרב רבי שמואל קיידאנובר,0,wiktionary,11,11,0,0
מהר״י,רבי יעקב בירב,60,wikipedia,1,8,3,0
מהר״י,רבי יצחק אבוהב (גאון קסטיליה),22,wikipedia,2,8,1,0
מהר״י,רבי ישראל יעקב אלגאזי,12,wikipedia,3,8,1,0
מהר״י,רבי יהודה בן אליעזר הלוי מינץ,4,wikipedia,4,8,0,0
מהר״י,רבי יוסף בן אברהם ג'יקטיליה,3,wikipedia,5,8,0,0
מהר״י,רבי יעקב בן יהודה וייל,2,wikipedia,6,8,0,0
מהר״י,רבי יעקב בן שלמה אבן חביב,1,wikipedia,7,8,0,0
מהר״י,רבי ישראל בן רבי חיים ברונא,1,wikipedia,8,8,0,0
מהר״ם,רבי מרדכי יפה,69,wikipedia,1,22,3,0
מהר״ם,רבי מרדכי בנט,28,wikipedia,2,22,1,0
מהר״ם,רבי מאיר ברבי,24,wikipedia,3,22,3,0
מהר״ם,רבי מאיר איזנשטט,18,wikipedia,4,22,3,0
מהר״ם,רבי משה מינץ,16,wikipedia,5,22,3,0
מהר״ם,רבי מאיר קצנלנבוגן,15,wikipedia,6,22,0,0
מהר״ם,רבי מאיר פישלס,9,wikipedia,7,22,3,0
מהר״ם,רבי משה אלשקר,7,wikipedia,8,22,3,0
מהר״ם,רבי משה גאלנטי (הראשון),5,wikipedia,9,22,0,0
מהר״ם,רבי משה שיק,5,wikipedia,10,22,2,1
מהר״ם,רבי יהודה מאיר שפירא,4,wikipedia,11,22,2,1
מהר״ם,רבי מאיר בן ברוך מרוטנבורג,4,wikipedia,12,22,0,0
מהר״ם,רבי מאיר שיף,4,wikipedia,13,22,0,0
מהר״ם,רבי מרדכי בריסק,4,wikipedia,14,22,1,0
מהר״ם,רבי מנחם דוד בן יצחק,3,wikipedia,15,22,0,0
מהר״ם,רבי מאיר הלוי איש הורוביץ,2,wikipedia,16,22,0,0
מהר״ם,רבי מנחם מנדל אביגדורש,2,wikipedia,17,22,0,0
מהר״ם,דורותי מהרם,1,wikipedia,18,22,0,0
מהר״ם,מהרם (חברה),1,wikipedia,19,22,0,0
מהר״ם,משפט מהרם,1,wikipedia,20,22,0,0
מהר״ם,מורנו הרב רבי מאיר,0,wiktionary,21,22,0,0
מהר״ם,מורנו הרב רבי מנדל,0,wiktionary,22,22,0,0
מהר״ש,רבי שלום רוקח,54,wikipedia,1,7,3,0
מהר״ש,רבי שמואל שניאורסון,40,wikipedia,2,7,3,0
מהר״ש,רבי שמואל יפה אשכנזי,12,wikipedia,3,7,3,0
מהר״ש,רבי שלום מנוישטט,4,wikipedia,4,7,2,0
מהר״ש,רבי שלום כהן מקושטא,1,wikipedia,5,7,0,0
מהר״ש,רבי שלמה בן יצחק לבית הלוי (השני),1,wikipedia,6,7,0,0
מהר״ש,רבי שלמה מלובלין,1,wikipedia,7,7,0,0
מה״ד,משרד הדתות,322,wiktionary,1,6,3,0
מה״ד,משרד הדואר,204,wiktionary,2,6,3,0
מה״ד,מידת הדין,36,wiktionary,3,6,3,0
מה״ד,מהא דכתיב (=מזה שכתוב),0,wiktionary,4,6,0,0
מה״ד,מהו דתימא (=מהו שתאמר),0,wiktionary,5,6,0,0
מה״ד,מרכז/מחלקת הדרכה,0,wiktionary,6,6,0,0
מה״ט,המכון הממשלת להכשרה בטכנולוגיה ובמדע,0,wiktionary,1,2,0,0
מה״ט,מהאי טעמא,0,wiktionary,2,2,0,0
מה״מ,מלך המשיח,76,wiktionary,1,2,3,0
מה״מ,מנא הני מילי (מניין דברים אלו),0,wiktionary,2,2,0,0
מו״ח,מדעי החיים,548,wiktionary,1,2,3,0
מו״ח,מורשה חתימה,10,wiktionary,2,2,2,0
מו״מ,משא ומתן,5791,wiktionary,1,3,3,0
מו״מ,מקח וממכר,164,wiktionary,2,3,1,0
מו״מ,מרכב ומושב,0,wiktionary,3,3,0,0
מזי״א,מזרע ישראל איסרלן,2,wiktionary,1,2,0,0
מזי״א,מזרע יהודים אנוסים,1,wiktionary,2,2,0,0
מזל״ט,מזל טוב,653,wiktionary,1,2,3,0
מזל״ט,מטוז זעיר ללא טייס,0,wiktionary,2,2,0,0
מז״א,מזג אויר,33,wiktionary,1,2,1,0
מז״א,מה זאת אומרת?,8,wiktionary,2,2,1,0
מחב״ש,מחלקת ביטחון שדה,6,wiktionary,1,2,0,0
מחב״ש,מלוגמא חמין במוצאי שבת,0,wiktionary,2,2,0,0
מחמ״ד,מחלקת המדינה,1096,wiktionary,1,2,3,0
מחמ״ד,מנהלת החינוך הממלכתי-דתי,0,wiktionary,2,2,0,0
מח״כ,מחוסר כיפורים,15,wiktionary,1,2,3,0
מח״כ,מחילת כבודו,0,wiktionary,2,2,0,0
מח״ל,מתנדבי חוץ לארץ במלחמת העצמאות,2,wiktionary,1,2,2,1
מח״ל,מפלגת חרות לאומית,0,wiktionary,2,2,0,0
מח״מ,משך חיים ממוצע,5,wiktionary,1,2,0,0
מח״מ,מרכז חינוכי משותף,1,wiktionary,2,2,0,0
מט״ח,מטבע חוץ,238,wiktionary,1,2,3,0
מט״ח,מרכז לטכנולוגיה חינוכית,4,wiktionary,2,2,0,0
מט״ל,מכון טכנולוגי לישראל,1189,wiktionary,1,2,2,0
מט״ל,מד טווח לייזר,45,wiktionary,2,2,3,0
מט״ש,מְכוֹן טִהוּר שְׁפָכִים,0,wiktionary,1,2,0,0
מט״ש,מִתְקָן טִהוּר שְׁפָכִים,0,wiktionary,2,2,0,0
מלמ״ש,מיליון מטר מעוקב לשנה,6,wiktionary,1,2,0,0
מלמ״ש,מרכז ללימודי משטרה,1,wiktionary,2,2,0,0
מלר״ם,מוקד לשירותים רפואיים,0,wiktionary,1,2,0,0
מלר״ם,מערך ל'רפואה מונעת,0,wiktionary,2,2,0,0
מל״ב,מלכים ב',586,wiktionary,1,2,0,0
מל״ב,מבלי לפגוע בזכויות,10,wiktionary,2,2,3,0
מל״ט,מטוס ללא טייס,32,wiktionary,1,2,2,0
מל״ט,מיגו לחצי טענה,0,wiktionary,2,2,0,0
מל״ל,המוסד לביטוח לאומי,619,wikipedia,1,3,3,0
מל״ל,המטה לביטחון לאומי,235,wikipedia,2,3,3,0
מל״ל,משה לייב ליליינבלום,204,wikipedia,3,3,6,3
מל״ם,המרכז למורשת המודיעין,272,wiktionary,1,5,3,0
מל״ם,מוליך למחצה,142,wiktionary,2,5,3,0
מל״ם,המרכז (הישראלי) לחינוך מדעי,2,wiktionary,3,5,0,0
מל״ם,מודיעין לקראת משימה,0,wiktionary,4,5,0,0
מל״ם,"משנה למלך, ספרו של רבי יהודה רוזאניס",0,wiktionary,5,5,0,0
מל״מ,המרכז למורשת המודיעין,272,wikipedia,1,7,3,0
מל״מ,מוליך למחצה,142,wikipedia,2,7,3,0
מל״מ,מפעל מלמ,39,wikipedia,3,7,3,0
מל״מ,מוסמך למדעים,23,wikipedia,4,7,3,0
מל״מ,מלם תים,16,wikipedia,5,7,3,0
מל״מ,מלם מערכות,13,wikipedia,6,7,3,0
מל״מ,מודיעין לקראת מבצע,3,wikipedia,7,7,0,0
ממ״ג,המרכז למחקר גרעיני,65,wikipedia,1,6,2,0
ממ״ג,מערכת מידע גאוגרפי,38,wikipedia,2,6,3,0
ממ״ג,מצנח ממונע גלגלי,5,wikipedia,3,6,0,0
ממ״ג,כלי טיס ממונע אשר בו מצנח המשמש לעילוי,1,wiktionary,4,6,0,0
ממ״ג,מתקן למחקר גרעיני הממוקם בנחל שורק,1,wiktionary,5,6,0,0
ממ״ג,קבוצת תוכנות לניתוח מידע גיאוגרפי,0,wiktionary,6,6,0,0
ממ״ד,ממלכתי דתי,239,wiktionary,1,3,2,0
ממ״ד,המרכז למחקר מדיני,29,wikipedia,2,3,3,0
ממ״ד,מרחב מוגן דירתי,11,wikipedia+wiktionary,3,3,4,3
ממ״י,מִנהל מקרקעי ישראל,2,wiktionary,1,2,0,0
ממ״י,משפט מגדיר יחס,0,wiktionary,2,2,0,0
ממ״ם,מרכז המחקר והמידע,676,wiktionary,1,2,3,0
ממ״ם,מרחב מוגן מוסדי,2,wiktionary,2,2,0,0
ממ״ס,מכונאי מטוסים,24,wiktionary,1,3,3,0
ממ״ס,ממזר ספק,1,wiktionary,2,3,0,0
ממ״ס,ממש ממש סודי,0,wiktionary,3,3,0,0
ממ״ק,מיליון מטר מעוקב,59,wikipedia,1,4,4,1
ממ״ק,ממלא מקום קצין,11,wikipedia+wiktionary,2,4,3,0
ממ״ק,מילימטר מעוקב,5,wiktionary,3,4,1,0
ממ״ק,מרחב מוגן קומתי,5,wikipedia+wiktionary,4,4,0,0
ממ״ר,מפקד מרחב,234,wiktionary,1,2,1,0
ממ״ר,מילימטר רבוע,8,wiktionary,2,2,3,0
מנ״ח,מנהל חשבונות,133,wiktionary,1,2,3,0
מנ״ח,מנחת חינוך,105,wiktionary,2,2,3,0
מס״ב,מסע בין כוכבים,972,wikipedia,1,4,3,0
מס״ב,מסילת ברזל,531,wiktionary,2,4,3,0
מס״ב,מרכז סליקה בנקאי,8,wikipedia+wiktionary,3,4,0,0
מס״ב,מערכת סליקה בנקאית,1,wiktionary,4,4,1,0
מס״ר,מפקד סירת,4,wiktionary,1,2,1,0
מס״ר,מרכז סימולציה רפואית,2,wiktionary,2,2,0,0
מע״ד,מערכת יד,1,wiktionary,1,2,1,0
מע״ד,מכשיר עזר דיבורי,0,wiktionary,2,2,0,0
מע״ר,מרכז עסקים ראשי,50,wikipedia+wiktionary,1,3,3,0
מע״ר,מגיש עזרה ראשונה,15,wikipedia+wiktionary,2,3,4,1
מע״ר,מע'אר (בערבית: المغار),4,wikipedia,3,3,0,0
מע״ש,מסכת מעשר שני,47,wiktionary,1,3,1,0
מע״ש,מערכת שעות,17,wiktionary,2,3,3,0
מע״ש,מפעל עבודה שיקומי,4,wiktionary,3,3,0,0
מע״ת,מאסר על תנאי,657,wiktionary,1,2,3,0
מע״ת,מועצת תלמידים,27,wiktionary,2,2,3,0
מפמ״ר,מפקד מרכז,128,wiktionary,1,2,2,0
מפמ״ר,מפקח מרכז,6,wiktionary,2,2,1,0
מצ״ד,מספן הציוד,77,wikipedia,1,3,3,0
מצ״ד,להק הציוד,49,wikipedia,2,3,4,1
מצ״ד,מחנה הציונות הדתית,9,wikipedia,3,3,3,0
מקל״ש,מטר מעוקב לשנייה,37,wiktionary,1,2,3,0
מקל״ש,מקלחות שדה,2,wiktionary,2,2,0,0
מק״ג,מקראות גדולות,219,wiktionary,1,2,3,0
מק״ג,מיקרוגרם,99,wiktionary,2,2,3,0
מק״ט,מספר קטלוגי,245,wiktionary,1,2,3,0
מק״ט,מפקד קטע,2,wiktionary,2,2,1,0
מרת״א,המרכז הרפואי תל אביב,182,wikipedia,1,2,1,0
מרת״א,מועדון רצי תל אביב,2,wikipedia,2,2,0,0
מר״מ,מרפאת מומחים,6,wiktionary,1,2,2,0
מר״מ,מרכז רפואה מיידי,0,wiktionary,2,2,0,0
מר״ן,משנת רבי נתן,6,wiktionary,1,3,1,0
מר״ן,מורנו רבי נחמן,0,wiktionary,2,3,0,0
מר״ן,ממאתים רבנים נסמך,0,wiktionary,3,3,0,0
מר״צ,מאמר רננו צדיקים,0,wiktionary,1,3,0,0
מר״צ,מורנו רבנו צעיר/צדיק,0,wiktionary,2,3,0,0
מר״צ,מצוה רצונית,0,wiktionary,3,3,0,0
משה״ד,משרד הדתות,322,wiktionary,1,2,3,0
משה״ד,משרד הדואר,204,wiktionary,2,2,3,0
משה״ח,משרד החוץ,5075,wiktionary,1,2,3,0
משה״ח,משרד החינוך,4292,wiktionary,2,2,3,0
מש״ה,מוגבלות שכלית התפתחותית,172,wiktionary,1,3,3,0
מש״ה,משום הכי,4,wiktionary,2,3,2,0
מש״ה,מדף שפת התקפה,3,wiktionary,3,3,0,0
מש״ל,מה שצריך להוכיח,3,wiktionary,1,3,0,0
מש״ל,(מתמטיקה) מה שהיה להוכיח,0,wiktionary,2,3,0,0
מש״ל,מרכז שרות לציבור,0,wiktionary,3,3,0,0
מש״צ,משולש שווה צלעות,124,wiktionary,1,2,0,0
מש״צ,מרכז שכבה צעירה,0,wiktionary,2,2,0,0
מש״ש,משולש שווה שוקיים,88,wiktionary,1,3,0,0
מש״ש,מדריך שנת שרות,0,wiktionary,2,3,0,0
מש״ש,מה ששנינו שם,0,wiktionary,3,3,0,0
מת״ש,מתן שכר,21,wiktionary,1,2,3,0
מת״ש,משפט תשלום,2,wiktionary,2,2,0,0
מ״א,מועצה אזורית,4397,wikipedia+wiktionary,1,15,3,0
מ״א,מקום אחר,848,wiktionary,2,15,3,0
מ״א,מלכים א',649,wiktionary,3,15,0,0
מ״א,משנה א',470,wiktionary,4,15,0,0
מ״א,מגן אברהם,276,wikipedia,5,15,3,0
מ״א,מעמד אישי,153,wiktionary,6,15,1,0
מ״א,מערכות אלקטרוניות,130,wiktionary,7,15,3,0
מ״א,המפקדה הארצית,101,wikipedia,8,15,3,0
מ״א,מספר אישי,59,wikipedia+wiktionary,9,15,3,0
מ״א,מודיעין אזרחי,29,wiktionary,10,15,3,0
מ״א,מעצור אוויר,13,wiktionary,11,15,3,0
מ״א,מחזור אחרון,4,wiktionary,12,15,1,0
מ״א,מוסמך אוניברסיטה (נקרא גם 'תואר שני'),1,wikipedia,13,15,0,0
מ״א,מֻסְמָךְ אוּנִיבֶרְסִיטָה,0,wiktionary,14,15,0,0
מ״א,משתנה אקראי (תורת ההסתברות),0,wiktionary,15,15,0,0
מ״ב,משנה ברורה,403,wiktionary,1,3,3,0
מ״ב,מתן בסתר,38,wiktionary,2,3,3,0
מ״ב,מהרה בימינו,2,wiktionary,3,3,0,0
מ״ג,מפקד גף,22,wiktionary,1,3,3,0
מ״ג,מילת־גוף,1,wiktionary,2,3,0,0
מ״ג,מיליגרם (אלפית הגרם),0,wiktionary,3,3,0,0
מ״ד,מאי דכתיב,42,wiktionary,1,3,1,0
מ״ד,מאן דאמר,9,wiktionary,2,3,3,0
מ״ד,מהו דתימא,5,wiktionary,3,3,2,0
מ״ה,מס הכנסה,877,wiktionary,1,2,3,0
מ״ה,מחשבים מערכת הפעלה,0,wiktionary,2,2,0,0
מ״ז,מין זכר,590,wiktionary,1,2,1,0
מ״ז,מספר זנב,187,wiktionary,2,2,3,0
מ״ח,מדעי החיים,548,wiktionary,1,4,3,0
מ״ח,משפט חוזר,178,wiktionary,2,4,3,0
מ״ח,מועצת חכמים,7,wiktionary,3,4,3,0
מ״ח,מילת חיבור,6,wiktionary,4,4,1,0
מ״ט,מכונת טיורינג,108,wiktionary,1,3,3,0
מ״ט,מאי טעמא,51,wiktionary,2,3,2,0
מ״ט,משנה טכני,3,wiktionary,3,3,2,0
מ״כ,מועדון כדורגל,1829,wiktionary,1,3,3,0
מ״כ,מרכז כובד,79,wiktionary,2,3,3,0
מ״כ,מפקד כיתה,78,wiktionary,3,3,4,1
מ״מ,מילימטר,1632,wikipedia,1,16,6,3
מ״מ,ממלא מקום,1575,wikipedia+wiktionary,2,16,4,1
מ״מ,מכל מקום,1165,wiktionary,3,16,4,1
מ״מ,מערכות מידע,735,wiktionary,4,16,3,0
מ״מ,מפקד מחלקה,302,wikipedia+wiktionary,5,16,3,0
מ״מ,מראה מקום,300,wiktionary,6,16,1,0
מ״מ,משתנה מקרי,185,wikipedia+wiktionary,7,16,3,0
מ״מ,מרחב מטרי,137,wikipedia+wiktionary,8,16,3,0
מ״מ,מגיד מישרים,111,wikipedia,9,16,3,0
מ״מ,מרחב מכפלה,98,wikipedia+wiktionary,10,16,3,0
מ״מ,מערכות מחשב,91,wiktionary,11,16,3,0
מ״מ,מגיד משנה,68,wiktionary,12,16,0,0
מ״מ,מערך המבצעים המיוחדים,58,wikipedia,13,16,3,0
מ״מ,מכונאי מוטס,27,wiktionary,14,16,3,0
מ״מ,מקרא מגילה,25,wiktionary,15,16,3,0
מ״מ,מרחב מדגם,6,wikipedia+wiktionary,16,16,0,0
מ״ס,מועדון ספורט,982,wiktionary,1,2,3,0
מ״ס,מהירות סגירה,0,wiktionary,2,2,0,0
מ״ע,מצות עשה,70,wiktionary,1,2,3,0
מ״ע,מנוחתו עדן,4,wiktionary,2,2,0,0
מ״פ,מפקד פלוגה,756,wiktionary,1,6,3,0
